;C1;D;E2;F2;G1;M1;N1
778;1;1;1;0;1;1;1
779;1;1;1;NA;2;2;3
780;1;1;1;1;2;1;1
781;1;1;1;1;2;1;1
782;1;1;2;3;4;1;3
783;1;1;1;1;2;1;1
784;1;1;1;1;0;1;1
785;1;1;1;0;1;1;1
786;1;1;1;0;1;1;1
787;1;2;2;2;1;1;1
788;1;1;1;0;1;1;1
789;1;1;1;1;0;1;1
790;1;2;3;2;NA;1;1
791;1;0;0;0;0;1;1
792;1;1;1;0;1;1;1
793;1;1;1;1;2;3;3
794;1;1;1;1;2;1;1
795;1;1;1;0;1;1;0
796;1;1;1;NA;0;0;NA
797;1;1;1;1;2;1;1
798;1;1;1;1;NA;2;2
799;1;1;1;0;NA;1;1
800;1;0;1;NA;NA;1;1
801;1;1;1;1;1;2;2
802;1;1;1;0;1;1;1
803;1;1;1;NA;2;2;2
804;1;1;1;0;1;1;1
805;1;1;1;0;3;1;1
806;1;2;1;3;1;1;1
807;1;1;1;0;1;1;1
808;1;1;1;0;1;1;1
809;1;1;1;NA;2;1;1
810;1;1;1;NA;NA;1;0
811;1;1;0;3;1;1;1
812;1;1;0;1;1;1;1
813;1;1;1;2;1;2;1
814;1;1;1;1;1;1;0
815;1;0;4;2;0;0;1
816;1;1;1;1;0;1;1
817;1;1;1;0;1;1;1
818;1;0;0;1;1;1;1
819;1;1;1;1;2;1;1
820;1;1;1;1;0;1;1
821;1;1;1;1;2;1;1
822;1;1;2;1;NA;1;1
823;1;1;1;1;2;2;2
824;1;1;1;1;2;2;2
825;1;1;1;1;1;2;2
826;1;1;1;0;1;1;1
827;1;1;1;NA;0;1;1
828;1;1;1;NA;1;2;2
829;1;1;1;NA;0;0;0
830;1;1;1;2;1;1;1
831;1;1;1;1;1;2;1
832;1;1;1;1;1;2;1
833;1;0;1;1;1;1;1
834;1;1;1;0;0;3;1
835;1;1;1;1;2;1;1
836;1;1;1;1;1;1;2
837;1;1;1;1;2;1;1
838;1;0;1;0;NA;0;0
839;1;2;2;2;2;2;2
840;1;1;1;0;1;1;1
841;1;1;1;0;1;1;1
842;1;1;1;NA;0;1;1
843;1;1;1;0;1;1;1
844;1;1;1;NA;1;1;2
845;1;2;2;NA;3;1;4
846;1;1;1;2;1;1;1
847;1;1;1;NA;2;1;1
848;1;1;1;0;1;1;1
849;1;2;1;NA;1;1;1
850;1;1;1;NA;2;2;2
851;1;1;1;2;1;1;2
852;1;1;1;1;2;1;2
853;1;1;1;1;1;2;3
854;1;1;1;1;0;3;3
855;1;1;1;1;1;2;2
856;1;1;1;1;1;1;0
857;1;2;1;1;1;1;NA
858;1;1;1;0;1;1;NA
859;1;1;0;1;0;1;0
860;1;1;NA;0;NA;1;NA
861;1;1;NA;2;NA;1;NA
862;1;1;2;1;3;1;1
863;1;2;2;2;1;1;0
864;1;1;1;0;1;1;1
865;1;1;1;1;2;1;1
866;1;1;1;1;1;1;2
867;1;1;1;1;2;2;2
868;1;1;1;1;2;0;0
869;1;1;1;1;1;2;3
870;1;1;1;1;0;1;1
871;1;1;1;0;NA;1;1
872;1;1;1;1;1;1;2
873;1;1;1;1;1;1;2
874;1;1;1;1;1;1;2
875;1;1;1;0;0;0;0
876;1;1;1;1;2;3;3
877;1;1;1;1;2;3;4
878;1;1;1;0;NA;NA;NA
879;1;1;1;1;2;2;2
880;1;1;1;1;1;0;0
881;1;1;1;1;1;2;3
882;1;1;1;2;1;1;1
883;1;1;0;0;1;1;1
884;1;1;1;1;0;1;1
885;1;1;1;1;1;2;1
886;1;1;1;1;2;1;1
887;1;1;1;2;1;1;1
888;1;1;1;1;1;2;3
889;1;1;1;1;2;1;1
890;1;1;1;1;NA;1;0
891;1;2;1;1;NA;1;1
892;1;1;1;1;2;1;1
893;1;1;1;1;0;0;1
894;1;1;1;2;1;1;1
895;1;1;1;1;2;1;1
896;1;1;1;1;0;1;1
897;1;1;1;1;NA;1;2
898;1;1;1;1;2;3;2
899;1;1;1;0;0;1;1
900;1;1;2;NA;NA;1;1
901;1;1;1;1;2;3;3
902;1;1;1;0;1;1;1
903;1;2;1;NA;3;4;4
904;1;1;1;NA;2;1;1
905;1;0;0;0;0;0;0
906;1;1;1;0;0;1;1
907;1;1;1;1;1;2;2
908;1;1;1;1;1;1;0
909;1;1;1;1;1;2;3
910;1;2;2;3;4;1;1
911;1;1;1;0;1;1;1
912;1;1;1;0;1;1;1
913;1;1;1;NA;2;1;1
914;1;1;1;NA;1;1;2
915;1;1;0;NA;0;1;NA
916;1;1;1;1;1;2;1
917;1;1;1;0;1;1;1
918;1;1;1;NA;2;0;0
919;1;1;1;0;1;1;1
920;1;1;1;NA;1;2;2
921;1;1;1;NA;0;0;1
922;1;1;1;NA;NA;NA;2
923;1;1;1;NA;NA;NA;2
924;1;1;1;0;0;1;1
925;1;1;1;1;1;2;2
926;1;1;1;0;1;1;1
927;1;1;1;NA;2;1;1
928;1;1;1;0;1;1;1
929;1;1;0;1;1;1;1
930;1;1;1;0;1;1;1
931;1;1;1;NA;1;2;2
932;1;1;0;0;0;0;0
933;1;1;1;2;1;1;1
934;1;1;1;0;1;1;1
935;1;1;1;NA;0;1;1
936;1;2;2;NA;1;1;1
937;1;1;0;1;1;1;1
938;1;1;NA;1;2;2;2
939;1;1;1;1;1;2;2
940;1;1;2;1;1;1;1
941;1;1;1;1;2;2;2
942;1;1;1;1;2;1;1
943;1;1;1;1;1;1;2
944;1;1;1;1;1;1;0
945;1;1;1;1;1;1;0
946;1;1;1;0;1;1;0
947;1;1;1;0;1;1;1
948;1;1;2;NA;1;1;1
949;1;1;1;0;1;1;1
950;1;0;1;NA;1;1;1
951;1;1;1;NA;0;1;1
952;1;1;1;2;2;3;1
953;1;1;1;1;1;1;2
954;1;1;1;0;3;0;0
955;1;1;1;1;2;1;1
956;1;1;1;1;2;1;1
957;1;1;1;2;2;1;1
958;1;1;1;0;1;1;1
959;1;1;1;NA;2;2;1
960;1;1;0;1;1;1;1
961;1;1;1;1;1;1;2
962;1;1;1;1;0;1;1
963;1;1;1;1;1;1;2
964;1;1;1;0;1;1;1
965;1;1;1;NA;2;1;1
966;1;1;1;NA;0;1;1
967;1;1;1;NA;1;0;1
968;1;1;1;2;1;1;1
969;1;2;2;NA;1;1;1
970;1;1;1;0;1;1;1
971;1;1;1;2;1;1;1
972;1;1;1;0;1;1;1
973;1;1;1;NA;2;3;3
974;1;1;1;0;1;1;1
975;1;0;0;NA;1;3;1
976;1;0;0;NA;1;1;3
977;1;2;2;NA;3;4;5
978;1;1;1;NA;2;1;3
979;1;1;1;NA;0;0;1
980;1;1;1;NA;NA;NA;2
981;1;1;1;0;1;1;1
982;1;1;1;2;1;1;1
983;1;1;1;0;1;1;1
984;1;1;1;NA;2;1;1
985;1;1;1;NA;0;1;1
986;1;1;2;NA;NA;1;1
987;1;1;1;0;1;1;1
988;1;1;2;NA;3;1;1
989;1;1;1;0;1;1;1
990;1;1;1;NA;2;3;3
991;1;1;1;NA;1;0;0
992;1;1;1;NA;2;3;3
993;1;1;1;NA;0;1;1
994;1;1;1;NA;NA;1;0
995;1;0;0;0;0;0;0
996;1;2;2;3;2;2;2
997;1;1;1;0;1;1;1
998;1;1;1;0;1;1;1
999;1;1;1;1;0;1;0
1000;1;1;1;1;1;1;2
1001;1;1;1;0;1;1;NA
1002;1;1;1;1;1;2;1
1003;1;1;1;2;1;1;3
1004;1;1;1;2;1;1;2
1005;1;1;2;2;3;1;1
1006;1;1;1;0;1;2;0
1007;1;1;1;2;1;1;1
1008;1;1;1;2;1;1;1
1009;1;1;1;NA;2;2;2
1010;1;1;1;2;1;1;1
1011;1;1;1;1;0;1;1
1012;1;1;1;1;1;2;3
1013;1;1;1;2;1;NA;NA
1014;1;1;1;0;3;1;0
1015;1;1;1;0;1;1;1
1016;1;1;1;1;0;3;3
1017;1;1;2;1;NA;NA;NA
1018;1;1;1;2;NA;NA;NA
1019;1;1;2;1;0;1;1
1020;1;1;NA;2;NA;1;1
1021;1;1;NA;0;NA;0;0
1022;1;1;1;1;2;1;1
1023;1;1;1;1;2;1;1
1024;1;1;1;1;1;2;3
1025;1;1;1;1;1;1;0
1026;1;1;1;1;2;1;1
1027;1;2;1;1;1;1;1
1028;1;2;1;2;3;2;2
1029;1;1;2;1;1;1;1
1030;1;1;1;2;2;2;2
1031;1;1;1;2;1;1;1
1032;1;1;1;1;1;2;1
1033;1;1;1;1;2;1;1
1034;1;1;1;1;0;0;0
1035;1;1;1;1;0;1;1
1036;1;1;1;1;2;1;1
1037;1;2;1;1;1;3;3
1038;1;1;1;1;1;2;1
1039;1;2;2;0;1;NA;1
1040;1;1;1;0;1;NA;1
1041;1;2;1;1;1;NA;1
1042;1;1;1;2;3;4;5
1043;1;1;1;1;1;2;1
1044;1;1;1;1;2;0;0
1045;1;1;1;1;1;2;2
1046;1;2;1;1;1;NA;NA
1047;1;NA;0;1;1;NA;NA
1048;1;2;1;1;1;NA;NA
1049;1;1;1;1;1;2;1
1050;1;1;1;1;2;1;1
1051;1;1;1;1;0;1;1
1052;1;1;1;1;NA;0;1
1053;1;1;1;1;1;2;2
1054;1;0;0;0;0;NA;NA
1055;1;1;1;0;1;NA;NA
1056;1;2;2;NA;1;NA;NA
1057;1;1;0;1;1;NA;NA
1058;1;0;3;3;3;NA;NA
1059;1;1;1;1;1;1;2
1060;1;1;1;1;1;2;1
1061;1;1;1;1;2;3;3
1062;1;2;1;1;3;3;4
1063;1;1;1;1;1;2;1
1064;1;1;1;0;0;NA;1
1065;1;1;1;1;0;0;0
1066;1;1;1;1;2;1;1
1067;1;1;1;0;NA;1;1
1068;1;1;1;1;1;1;2
1069;1;1;1;1;1;1;2
1070;1;1;1;1;1;1;2
1071;1;1;1;2;1;1;1
1072;1;1;2;1;1;1;1
1073;1;1;2;1;1;1;1
1074;1;1;1;1;1;0;0
1075;1;1;1;1;1;0;1
1076;1;0;1;1;1;1;1
1077;1;1;2;1;1;1;1
1078;1;1;1;2;1;1;1
1079;1;1;1;0;1;0;0
1080;1;1;1;1;1;2;3
1081;1;1;1;2;1;NA;NA
1082;1;0;1;1;1;1;1
1083;1;NA;1;0;1;1;0
1084;1;1;2;1;1;1;1
1085;1;2;2;1;3;1;2
1086;1;1;1;1;2;3;3
1087;1;1;1;1;1;1;2
1088;1;1;1;0;1;1;1
1089;1;1;1;NA;2;1;1
1090;1;1;1;1;2;2;2
1091;1;1;1;0;1;1;1
1092;1;1;1;NA;0;1;1
1093;1;1;1;1;2;1;1
1094;1;2;1;1;1;1;1
1095;1;NA;1;1;1;1;2
1096;1;1;1;2;1;3;4
1097;1;1;1;1;2;3;4
1098;1;1;1;2;NA;NA;NA
1099;1;1;1;0;NA;NA;NA
1100;1;1;1;0;0;0;0
1101;1;1;1;1;1;2;2
1102;1;1;1;2;2;1;1
1103;1;1;1;2;1;1;1
1104;1;2;1;NA;3;2;2
1105;1;1;1;0;1;1;1
1106;1;1;1;0;1;1;1
1107;1;1;1;NA;2;3;3
1108;1;1;1;NA;2;1;1
1109;1;1;1;NA;1;2;3
1110;1;1;1;NA;0;1;1
1111;1;1;1;NA;0;0;0
1112;1;1;1;NA;2;1;2
1113;1;1;1;NA;0;1;0
1114;1;1;1;NA;1;2;1
1115;1;1;1;NA;0;1;1
1116;1;1;1;NA;1;2;2
1117;1;2;2;NA;1;1;1
1118;1;1;1;NA;0;1;0
1119;1;1;1;NA;2;1;1
1120;1;1;1;NA;1;1;2
1121;1;1;1;1;2;1;1
1122;1;1;1;0;1;1;1
1123;1;1;1;1;1;0;0
1124;1;1;2;1;1;1;1
1125;1;1;1;0;1;1;1
1126;1;1;2;1;1;1;1
1127;1;1;NA;0;1;1;1
1128;1;1;NA;1;2;2;2
1129;1;1;1;1;1;1;0
1130;1;1;1;1;1;1;2
1131;1;1;1;1;2;3;3
1132;1;1;1;0;NA;NA;NA
1133;1;1;1;2;3;4;4
1134;2;1;1;1;1;1;1
1135;1;2;3;0;1;1;0
1136;1;1;1;0;1;1;1
1137;1;1;1;1;2;3;4
1138;1;1;2;1;1;2;1
1139;1;1;1;1;1;1;0
1140;1;1;2;2;2;2;2
1141;1;1;1;1;2;1;1
1142;1;1;1;0;3;1;1
1143;1;1;1;0;1;1;1
1144;1;1;1;NA;2;1;2
1145;1;2;1;NA;1;2;1
1146;1;1;1;NA;0;1;1
1147;1;1;1;NA;NA;2;1
1148;1;2;2;NA;NA;1;1
1149;1;1;1;1;2;2;1
1150;1;1;1;2;1;1;1
1151;1;1;1;1;2;3;3
1152;1;1;1;2;1;1;1
1153;1;1;1;NA;1;0;0
1154;1;1;1;0;1;1;1
1155;1;1;1;NA;2;1;1
1156;1;1;1;1;2;1;1
1157;1;0;1;0;NA;0;0
1158;1;1;1;0;NA;1;1
1159;1;1;1;1;1;1;0
1160;1;1;1;0;1;1;NA
1161;1;1;1;0;1;1;1
1162;1;0;0;NA;1;1;0
1163;1;1;1;NA;2;1;1
1164;1;1;1;NA;0;1;1
1165;1;1;1;1;0;1;1
1166;1;1;1;2;NA;1;1
1167;1;2;2;2;NA;2;2
1168;1;1;1;0;1;1;1
1169;1;1;1;NA;2;2;2
1170;1;1;1;NA;2;1;1
1171;1;1;1;0;1;1;1
1172;1;1;1;1;2;3;2
1173;1;1;1;0;1;1;0
1174;1;1;1;0;3;1;4
1175;1;1;1;1;1;1;2
1176;1;1;1;0;1;1;1
1177;1;1;0;1;1;1;1
1178;1;1;1;2;2;1;1
1179;1;1;1;1;2;1;1
1180;1;1;1;1;2;1;1
1181;1;1;1;0;1;1;1
1182;1;2;3;NA;1;1;1
1183;1;1;1;NA;2;1;1
1184;1;0;0;NA;NA;1;3
1185;1;1;1;2;1;1;1
1186;1;1;1;2;1;1;1
1187;1;1;2;3;2;1;1
1188;1;1;1;2;2;2;1
1189;1;1;1;0;1;0;0
1190;1;1;1;1;2;2;2
1191;1;2;1;3;NA;NA;NA
1192;1;1;2;1;1;1;1
1193;1;1;1;2;1;1;1
1194;1;1;0;1;1;1;1
1195;1;1;NA;2;1;1;1
1196;1;1;0;0;0;1;1
1197;1;1;2;3;4;5;6
1198;1;1;1;1;1;0;0
1199;1;1;2;1;1;NA;NA
1200;1;1;1;0;1;NA;NA
1201;1;1;1;0;1;1;1
1202;1;1;1;NA;2;1;1
1203;1;1;1;NA;2;1;1
1204;1;1;1;NA;2;1;1
1205;1;0;0;0;0;0;0
1206;1;1;0;1;1;1;1
1207;1;1;1;0;1;1;1
1208;1;1;1;1;0;1;1
1209;1;1;1;1;NA;0;0
1210;1;1;1;1;2;2;2
1211;1;0;0;0;0;0;0
1212;1;1;1;0;1;1;1
1213;1;0;0;NA;0;1;1
1214;1;1;1;NA;1;0;0
1215;1;2;2;NA;1;3;3
1216;1;2;1;1;1;1;1
1217;1;1;1;0;1;1;1
1218;1;1;1;NA;2;1;1
1219;1;1;1;0;1;1;1
1220;1;1;1;NA;1;1;2
1221;1;2;1;1;1;1;1
1222;1;1;1;0;1;1;1
1223;1;1;1;NA;1;1;2
1224;1;1;0;NA;1;1;1
1225;1;1;1;1;1;1;2
1226;1;1;1;0;1;1;1
1227;1;1;1;0;3;1;4
1228;1;1;1;NA;NA;2;NA
1229;1;1;1;2;1;1;1
1230;1;1;1;NA;1;1;0
1231;1;1;1;1;1;1;2
1232;1;1;1;2;3;4;4
1233;1;1;1;1;1;2;2
1234;1;2;1;0;0;1;0
1235;1;2;2;0;2;2;2
1236;1;1;1;1;1;1;2
1237;1;1;1;1;2;1;1
1238;1;1;1;1;1;2;3
1239;1;1;1;1;2;1;1
1240;1;1;1;1;2;1;1
1241;1;1;1;0;1;1;1
1242;1;0;0;NA;0;1;1
1243;1;1;2;NA;1;1;1
1244;1;1;1;0;1;1;1
1245;1;1;1;NA;0;1;0
1246;1;1;1;0;0;1;1
1247;1;1;1;0;1;1;1
1248;1;2;3;4;4;3;1
1249;1;1;1;0;1;1;1
1250;1;1;0;0;0;0;1
1251;1;0;0;0;0;0;0
1252;1;1;1;1;2;1;1
1253;1;2;2;2;1;1;1
1254;1;1;1;2;1;1;1
1255;1;1;1;NA;2;1;1
1256;1;1;1;1;0;1;1
1257;1;1;1;1;NA;1;2
1258;1;1;1;0;1;1;1
1259;1;1;1;2;1;1;1
1260;1;1;1;2;1;1;2
1261;1;1;1;0;3;1;3
1262;1;1;1;1;1;0;1
1263;1;1;1;2;1;1;1
1264;1;1;1;NA;1;2;1
1265;1;1;1;1;2;1;1
1266;1;1;1;0;1;1;1
1267;1;1;1;1;1;2;2
1268;1;1;1;0;1;1;1
1269;1;1;1;NA;1;2;1
1270;1;2;2;2;1;2;2
1271;1;1;1;0;1;1;1
1272;1;1;1;NA;1;2;1
1273;1;1;1;1;0;1;1
1274;1;1;1;0;1;1;1
1275;1;1;1;0;1;1;1
1276;1;1;1;NA;1;2;1
1277;1;1;1;1;0;1;1
1278;1;2;2;1;NA;1;1
1279;1;1;1;1;NA;2;2
1280;1;1;1;1;NA;2;2
1281;1;1;1;0;NA;NA;NA
1282;1;1;1;1;2;1;1
1283;1;1;1;2;1;1;1
1284;1;1;1;0;1;1;1
1285;1;1;1;NA;1;2;2
1286;1;1;1;1;0;1;1
1287;1;1;1;1;1;1;2
1288;1;1;1;2;1;1;1
1289;1;1;1;2;3;1;1
1290;1;1;1;0;1;1;1
1291;1;1;1;1;0;1;1
1292;1;1;1;2;NA;3;3
1293;1;1;1;0;NA;1;1
1294;1;1;1;2;3;1;1
1295;1;1;1;0;1;1;1
1296;1;1;1;2;3;4;4
1297;1;2;2;NA;NA;NA;NA
1298;1;1;0;0;1;0;0
1299;1;1;2;1;1;1;1
1300;1;1;1;1;0;0;0
1301;1;1;1;1;1;2;2
1302;1;0;1;0;1;NA;NA
1303;1;1;1;1;2;1;1
1304;1;1;0;1;1;1;1
1305;1;1;NA;1;0;1;1
1306;1;1;1;0;0;1;1
1307;1;1;1;0;1;1;1
1308;1;1;1;0;1;1;1
1309;1;1;1;1;2;1;1
1310;1;1;1;0;1;1;1
1311;1;2;1;NA;1;1;1
1312;1;1;1;NA;1;2;1
1313;1;1;1;2;1;1;1
1314;1;1;1;1;2;1;1
1315;1;1;1;0;0;1;1
1316;1;1;1;0;1;1;1
1317;1;1;1;NA;0;0;0
1318;1;1;1;NA;1;2;1
1319;1;1;1;NA;0;0;0
1320;1;1;3;NA;2;3;3
1321;1;1;2;NA;1;1;3
1322;1;1;1;1;1;2;3
1323;1;1;1;1;1;2;1
1324;1;1;1;0;1;0;1
1325;1;1;1;1;2;1;1
1326;1;1;1;0;1;1;1
1327;1;2;2;NA;1;2;2
1328;1;1;1;NA;2;3;3
1329;1;1;1;1;2;2;2
1330;1;1;1;1;2;3;3
1331;1;1;1;2;1;1;1
1332;1;1;1;1;2;3;3
1333;1;1;1;1;1;1;2
1334;1;1;2;1;1;1;1
1335;1;1;1;1;2;2;2
1336;1;1;1;1;2;3;4
1337;1;2;1;1;NA;NA;NA
1338;1;1;1;1;2;2;2
1339;1;1;2;1;1;1;3
1340;1;1;1;1;2;1;1
1341;1;1;1;0;1;1;1
1342;1;1;2;NA;1;1;2
1343;1;1;1;1;2;1;1
1344;1;1;1;1;0;1;1
1345;1;1;0;1;1;1;1
1346;1;3;4;3;1;0;2
1347;1;1;1;1;2;1;1
1348;1;1;1;1;1;2;2
1349;1;1;1;1;2;3;3
1350;1;1;1;1;1;2;2
1351;1;1;1;0;1;1;1
1352;1;1;1;NA;2;3;3
1353;1;1;0;1;1;1;1
1354;1;1;NA;1;1;2;1
1355;1;1;1;1;1;2;1
1356;1;1;1;2;1;1;1
1357;1;1;1;1;1;1;2
1358;1;1;1;0;1;1;1
1359;1;1;2;2;1;1;1
1360;1;1;1;0;1;1;1
1361;1;1;2;NA;1;1;1
1362;1;0;0;0;0;0;0
1363;1;1;1;1;1;1;2
1364;1;1;1;1;2;1;1
1365;1;1;2;1;1;1;1
1366;1;1;1;1;2;1;1
1367;1;1;1;2;1;1;1
1368;1;1;1;1;0;3;3
1369;1;1;1;0;1;1;1
1370;1;1;1;1;0;1;1
1371;1;1;1;2;1;1;1
1372;1;1;0;1;0;1;1
1373;1;1;0;1;1;1;1
1374;1;1;1;1;2;1;1
1375;1;1;1;0;1;1;1
1376;1;1;1;NA;2;1;1
1377;1;1;1;0;1;1;1
1378;1;1;2;NA;3;1;1
1379;1;1;0;1;0;1;0
1380;1;1;1;0;1;1;1
1381;1;1;1;NA;1;1;0
1382;1;1;1;NA;2;2;2
1383;1;1;1;1;1;1;2
1384;1;1;1;1;2;1;1
1385;1;1;1;2;NA;1;1
1386;1;1;1;0;1;1;1
1387;1;1;1;NA;1;0;1
1388;1;1;1;NA;2;3;3
1389;1;1;1;1;2;3;3
1390;1;1;1;2;NA;NA;NA
1391;1;1;1;0;NA;NA;NA
1392;1;1;1;1;2;2;3
1393;1;1;1;2;1;1;1
1394;1;1;1;0;1;1;0
1395;1;1;1;1;0;0;1
1396;1;1;1;2;1;1;1
1397;1;1;1;NA;2;1;2
1398;1;1;1;NA;1;1;2
1399;1;1;1;NA;1;2;1
1400;1;1;1;1;1;0;0
1401;1;1;1;0;1;1;1
1402;1;1;1;1;2;1;1
1403;1;1;1;0;0;1;1
1404;1;1;1;0;1;1;1
1405;1;1;1;1;1;1;0
1406;1;1;1;1;2;1;1
1407;1;1;2;1;1;1;1
1408;1;1;1;1;2;2;1
1409;1;1;1;1;1;0;0
1410;1;1;1;1;1;2;3
1411;1;1;1;0;1;NA;NA
1412;1;1;1;0;3;3;4
1413;1;1;1;2;1;3;3
1414;1;1;1;1;1;1;2
1415;1;1;1;0;1;3;3
1416;1;1;1;1;2;3;4
1417;1;0;0;0;NA;NA;NA
1418;1;1;1;0;1;1;1
1419;1;1;1;NA;0;1;1
1420;1;1;1;NA;1;2;2
1421;1;1;1;NA;2;1;1
1422;1;1;1;1;2;2;2
1423;1;2;1;1;2;2;2
1424;1;1;1;1;2;3;4
1425;1;1;1;1;1;1;2
1426;1;1;1;1;2;2;2
1427;1;1;1;2;NA;NA;NA
1428;1;1;1;1;1;1;2
1429;1;1;1;0;1;1;1
1430;1;1;1;NA;1;2;2
1431;1;1;2;NA;3;1;1
1432;1;1;1;NA;2;1;1
1433;1;1;1;NA;2;1;3
1434;1;1;1;NA;1;1;2
1435;1;1;0;NA;1;1;NA
1436;1;1;1;0;1;1;1
1437;1;1;1;NA;2;3;3
1438;1;1;1;1;2;1;1
1439;1;1;1;1;NA;0;0
1440;1;1;1;2;3;2;2
1441;1;1;1;1;2;3;4
1442;1;1;1;0;NA;NA;NA
1443;1;1;1;0;0;1;1
1444;1;0;0;NA;NA;1;0
1445;1;2;1;NA;NA;1;1
1446;1;1;1;1;2;3;3
1447;1;1;1;2;1;1;1
1448;1;1;1;0;1;1;1
1449;1;1;1;NA;2;2;2
1450;1;1;1;1;2;3;3
1451;1;1;0;3;NA;NA;NA
1452;1;1;1;0;NA;NA;NA
1453;1;1;1;0;1;1;1
1454;1;0;1;1;1;1;1
1455;1;1;1;0;0;1;1
1456;1;1;1;2;1;1;1
1457;1;1;1;0;1;1;1
1458;1;1;1;NA;2;1;1
1459;1;1;1;NA;NA;1;0
1460;1;1;1;0;1;1;1
1461;1;0;1;1;1;1;1
1462;1;NA;1;2;1;1;1
1463;1;NA;1;1;1;2;1
1464;1;1;1;1;1;1;2
1465;1;1;1;0;1;1;1
1466;1;1;1;NA;1;2;3
1467;1;1;1;NA;2;3;3
1468;1;1;1;NA;1;2;2
1469;1;1;1;NA;1;1;2
1470;1;1;1;NA;1;1;2
1471;1;1;1;2;1;1;1
1472;1;1;1;1;2;1;1
1473;1;1;2;1;NA;0;0
1474;1;1;1;2;1;1;1
1475;1;1;1;1;1;1;2
1476;1;1;1;2;1;1;1
1477;1;1;1;1;1;2;2
1478;1;1;1;1;1;0;0
1479;1;1;1;0;1;1;1
1480;1;1;1;1;2;3;3
1481;1;1;1;0;NA;NA;NA
1482;1;2;1;1;3;4;4
1483;1;NA;2;1;NA;NA;NA
1484;1;1;1;0;1;0;0
1485;1;1;1;1;2;1;1
1486;1;1;1;0;1;1;1
1487;1;1;1;NA;0;1;0
1488;1;1;1;1;0;1;0
1489;1;1;1;0;1;1;1
1490;1;1;1;1;1;2;2
1491;1;1;1;1;2;1;1
1492;1;1;1;0;0;1;1
1493;1;1;1;1;2;1;1
1494;1;2;2;1;1;1;1
1495;1;0;1;0;1;1;1
1496;1;1;1;1;1;0;0
1497;1;1;1;2;3;NA;NA
1498;1;1;1;1;0;1;1
1499;1;1;1;2;NA;1;1
1500;1;1;1;2;NA;0;0
1501;1;1;2;NA;NA;NA;NA
1502;1;1;1;1;1;2;3
1503;1;1;1;0;1;NA;NA
1504;1;1;1;2;1;1;1
1505;1;1;1;0;0;0;0
1506;1;1;1;0;1;0;0
1507;1;1;1;0;1;1;1
1508;1;1;1;1;0;0;0
1509;1;1;1;1;2;1;1
1510;1;1;1;1;2;1;1
1511;1;1;1;1;2;1;1
1512;1;1;1;2;1;3;3
1513;1;1;1;1;2;1;1
1514;1;1;1;0;1;1;1
1515;1;1;1;NA;1;2;3
1516;1;1;1;1;1;2;1
1517;1;1;1;1;2;1;1
