;C1;D;E2;F2;G1;M1;N1
1518;1;1;1;1;2;1;1
1519;1;1;0;1;1;1;0
1520;1;1;1;1;2;1;1
1521;1;1;1;2;1;1;1
1522;1;2;3;NA;3;1;4
1523;1;1;1;NA;0;1;1
1524;1;1;2;1;1;1;1
1525;1;0;1;1;1;1;1
1526;1;2;1;1;1;1;1
1527;1;1;1;0;1;1;1
1528;1;2;1;NA;1;1;1
1529;1;1;1;1;1;2;2
1530;1;1;1;1;1;1;2
1531;1;1;1;1;2;2;2
1532;1;1;1;1;2;1;1
1533;1;1;1;1;2;3;3
1534;1;1;1;1;2;1;1
1535;1;1;1;1;2;1;1
1536;1;1;1;1;0;1;1
1537;1;1;1;0;1;0;1
1538;1;1;1;1;1;1;2
1539;1;1;1;1;1;1;2
1540;1;1;1;1;0;1;1
1541;1;1;1;0;0;0;0
1542;1;1;1;2;3;3;4
1543;1;1;1;1;1;2;1
1544;1;1;1;1;1;2;0
1545;1;1;1;1;1;1;2
1546;1;0;0;0;0;0;0
1547;1;0;0;0;1;1;1
1548;1;1;1;1;2;1;1
1549;1;1;1;1;1;1;2
1550;1;1;1;1;1;2;2
1551;1;1;1;1;0;1;1
1552;1;1;1;1;2;3;3
1553;1;1;1;1;2;2;2
1554;1;1;1;1;2;1;1
1555;1;1;0;1;1;0;0
1556;1;1;1;1;1;0;0
1557;1;1;1;2;1;2;1
1558;1;1;1;0;1;1;1
1559;1;1;1;NA;2;3;3
1560;1;1;1;1;1;1;2
1561;1;1;1;1;2;1;2
1562;1;1;1;0;1;1;1
1563;1;1;1;0;1;1;1
1564;1;1;1;0;1;1;1
1565;1;1;1;NA;2;3;3
1566;1;1;1;2;3;4;3
1567;1;1;1;1;2;1;1
1568;1;1;1;1;0;1;1
1569;1;1;1;1;NA;0;0
1570;1;1;1;1;2;0;0
1571;1;1;1;0;0;1;1
1572;1;1;1;0;0;3;3
1573;1;1;1;1;2;2;2
1574;1;1;0;0;1;1;0
1575;1;1;1;2;1;1;1
1576;1;1;1;1;2;1;1
1577;1;1;1;1;1;1;2
1578;1;1;1;0;1;1;1
1579;1;1;1;NA;1;2;1
1580;1;1;1;NA;2;1;1
1581;1;1;1;NA;NA;0;1
1582;1;1;1;2;3;1;1
1583;1;1;1;NA;NA;1;0
1584;1;1;0;0;NA;1;NA
1585;1;2;2;NA;NA;1;NA
1586;1;1;1;1;1;1;2
1587;1;1;1;0;1;1;1
1588;1;1;1;2;1;1;1
1589;1;1;1;NA;1;2;2
1590;1;1;1;NA;0;1;1
1591;1;1;1;1;2;2;2
1592;1;1;1;1;1;0;0
1593;1;1;1;0;1;1;1
1594;1;1;1;1;1;2;2
1595;1;1;1;0;1;1;1
1596;1;1;1;0;0;1;1
1597;1;1;1;1;2;3;3
1598;1;1;1;0;3;1;1
1599;1;1;1;0;3;3;1
1600;1;1;1;1;2;1;1
1601;1;1;1;0;0;0;0
1602;1;1;1;1;0;1;1
1603;1;1;1;2;1;1;1
1604;1;1;1;1;1;2;3
1605;1;1;1;2;1;1;1
1606;1;1;1;0;1;1;1
1607;1;1;1;NA;0;1;1
1608;1;2;2;NA;2;3;3
1609;1;1;1;NA;2;1;1
1610;1;0;0;NA;3;1;1
1611;1;1;1;NA;2;1;1
1612;1;1;1;NA;1;0;1
1613;1;1;1;2;1;1;1
1614;1;1;1;NA;2;1;3
1615;1;1;1;NA;0;0;0
1616;1;1;1;NA;1;1;0
1617;1;1;0;NA;1;1;NA
1618;1;1;1;NA;1;0;NA
1619;1;1;0;NA;1;1;1
1620;1;1;0;NA;1;1;1
1621;1;0;0;0;0;0;0
1622;1;1;1;1;2;3;1
1623;1;1;1;0;NA;NA;1
1624;1;2;2;NA;NA;NA;1
1625;1;1;1;NA;NA;NA;2
1626;1;1;1;1;1;2;2
1627;1;1;1;1;0;NA;NA
1628;1;1;1;1;1;0;0
1629;1;1;1;1;2;1;1
1630;1;1;1;1;2;1;1
1631;1;0;1;3;1;1;1
1632;1;1;1;0;0;1;1
1633;1;1;1;1;2;1;1
1634;1;2;2;2;NA;1;1
1635;1;1;1;0;1;3;3
1636;1;1;1;0;1;1;1
1637;1;1;1;NA;0;1;1
1638;1;1;1;0;1;1;1
1639;1;1;1;2;1;1;1
1640;1;1;0;1;1;1;1
1641;1;1;1;2;1;1;1
1642;1;1;1;0;0;0;0
1643;1;1;1;2;0;1;4
1644;1;1;1;1;2;1;1
1645;1;2;2;2;2;1;2
1646;1;1;1;1;2;1;1
1647;1;1;1;0;1;1;1
1648;1;1;1;NA;1;1;2
1649;1;1;1;NA;0;1;1
1650;1;1;1;1;2;2;2
1651;1;1;1;1;2;1;1
1652;1;1;1;0;1;1;1
1653;1;1;1;2;1;1;1
1654;1;2;2;2;2;1;1
1655;1;1;1;2;2;1;1
1656;1;1;1;NA;NA;1;0
1657;1;1;1;1;2;1;1
1658;1;2;1;3;1;1;1
1659;1;1;1;1;2;2;2
1660;1;1;1;0;1;1;1
1661;1;1;1;NA;2;2;3
1662;1;1;2;NA;NA;NA;NA
1663;1;1;1;2;1;1;1
1664;1;1;1;NA;2;3;3
1665;1;1;1;NA;2;1;1
1666;1;1;1;0;1;1;1
1667;1;2;2;NA;2;2;2
1668;1;1;1;1;0;1;1
1669;1;1;1;2;1;1;1
1670;1;1;1;0;1;1;1
1671;1;1;1;2;1;1;1
1672;1;1;1;0;1;3;3
1673;1;1;1;1;2;1;1
1674;1;1;1;1;0;1;1
1675;1;1;2;1;NA;1;1
1676;1;1;1;1;0;3;3
1677;1;1;1;1;2;2;2
1678;1;1;1;1;2;2;2
1679;1;1;1;0;1;1;1
1680;1;1;1;1;2;1;1
1681;1;1;1;0;1;1;1
1682;1;1;1;NA;1;1;0
1683;1;1;1;NA;1;0;0
1684;1;1;1;NA;2;1;1
1685;1;1;1;1;0;1;1
1686;1;1;1;1;NA;0;0
1687;1;2;1;1;1;1;1
1688;1;NA;2;2;1;1;1
1689;1;1;1;0;1;1;1
1690;1;1;1;NA;2;1;1
1691;1;1;1;2;1;1;1
1692;1;1;1;1;1;1;2
1693;1;1;1;2;1;1;1
1694;1;1;1;1;2;2;3
1695;1;1;1;1;2;2;2
1696;1;1;1;0;1;1;1
1697;1;1;1;NA;2;0;0
1698;1;1;1;1;1;2;2
1699;1;1;1;1;1;1;0
1700;1;2;2;1;1;1;1
1701;1;1;1;1;0;1;1
1702;1;1;1;0;1;1;1
1703;1;1;1;1;2;1;1
1704;1;1;2;1;NA;1;1
1705;1;1;1;1;2;1;1
1706;1;1;1;1;2;2;2
1707;1;1;1;2;1;1;1
1708;1;1;1;0;1;1;1
1709;1;1;1;NA;2;2;2
1710;1;1;1;1;2;3;3
1711;1;1;1;1;2;3;3
1712;1;1;1;1;2;1;1
1713;1;1;1;0;NA;1;1
1714;1;1;1;NA;NA;2;3
1715;1;1;2;NA;NA;1;1
1716;1;1;1;1;NA;2;2
1717;1;1;0;0;1;1;1
1718;1;1;1;1;2;2;2
1719;1;1;1;0;1;1;1
1720;1;1;1;0;1;1;1
1721;1;1;1;NA;2;1;1
1722;1;1;1;NA;2;3;3
1723;1;0;0;0;0;0;0
1724;1;1;1;1;1;2;2
1725;1;1;1;1;1;2;1
1726;1;1;1;0;1;NA;1
1727;1;1;2;1;1;NA;1
1728;1;1;1;1;1;2;2
1729;0;1;1;1;3;0;0
1730;1;0;0;0;0;0;0
1731;1;1;1;1;0;1;1
1732;1;1;1;0;1;1;1
1733;1;1;1;1;0;0;0
1734;1;1;1;1;1;2;2
1735;1;1;1;1;2;1;1
1736;1;1;1;0;NA;1;1
1737;1;1;1;1;2;1;1
1738;1;1;1;0;NA;1;1
1739;1;1;1;0;1;1;1
1740;1;1;1;1;1;0;1
1741;1;1;1;1;1;2;2
1742;1;1;1;1;2;1;1
1743;1;3;1;1;4;2;4
1744;1;1;0;1;1;1;1
1745;1;1;NA;1;2;3;4
1746;1;1;2;1;3;1;1
1747;1;1;1;1;2;2;2
1748;1;1;1;1;1;1;2
1749;1;1;1;2;2;1;1
1750;1;1;1;2;1;1;1
1751;1;1;1;0;1;1;1
1752;1;1;1;NA;1;1;2
1753;1;2;2;2;1;1;2
1754;1;1;1;1;0;0;0
1755;1;1;1;1;2;1;1
1756;1;1;1;1;2;1;1
1757;1;1;1;0;1;1;1
1758;1;1;1;0;1;1;1
1759;1;1;1;1;2;1;1
1760;1;1;1;1;1;0;1
1761;1;1;1;1;1;2;2
1762;1;2;2;2;2;1;1
1763;1;1;1;0;1;1;1
1764;1;1;1;2;3;3;3
1765;1;1;0;0;0;0;0
1766;1;1;1;0;1;1;1
1767;1;1;1;NA;1;2;1
1768;1;0;0;0;0;0;0
1769;1;1;1;1;1;2;1
1770;1;1;0;0;1;1;1
1771;1;1;1;0;1;1;1
1772;1;1;1;2;1;1;1
1773;1;1;1;0;1;1;1
1774;1;1;1;2;1;1;1
1775;1;1;1;0;1;1;0
1776;1;1;1;1;0;0;0
1777;1;1;1;1;2;2;2
1778;1;1;1;1;2;3;2
1779;1;1;0;1;0;0;0
1780;1;1;1;1;2;1;1
1781;1;1;1;1;2;1;1
1782;1;0;0;1;0;0;1
1783;1;1;1;1;1;2;1
1784;1;1;1;1;0;1;1
1785;1;1;1;1;2;1;1
1786;1;1;1;1;2;1;1
1787;1;1;1;1;2;1;1
1788;1;1;1;1;2;2;3
1789;1;1;1;0;NA;NA;NA
1790;1;1;1;0;1;1;1
1791;1;1;1;1;1;1;2
1792;1;1;1;1;2;1;1
1793;1;1;1;1;1;2;1
1794;1;1;1;1;1;2;1
1795;1;1;1;1;2;2;2
1796;1;1;0;1;0;1;1
1797;1;1;1;1;2;1;1
1798;1;1;1;0;NA;1;1
1799;1;1;1;1;2;1;1
1800;1;1;1;1;1;1;2
1801;1;1;1;0;1;1;1
1802;1;1;1;NA;2;1;1
1803;1;1;1;NA;1;1;2
1804;1;1;1;NA;0;1;1
1805;1;1;1;NA;1;1;2
1806;1;1;1;0;1;1;1
1807;1;1;1;1;2;1;1
1808;1;1;2;1;NA;1;1
1809;1;1;1;1;1;1;2
1810;1;1;1;0;1;1;1
1811;1;1;1;NA;1;2;2
1812;1;2;2;NA;1;NA;NA
1813;1;1;1;0;1;1;1
1814;1;1;1;NA;1;2;2
1815;1;1;1;NA;1;2;1
1816;1;1;1;2;1;1;1
1817;1;1;1;2;1;1;1
1818;1;1;0;1;1;1;1
1819;1;1;1;0;1;1;1
1820;1;1;1;1;0;0;0
1821;1;1;1;1;2;1;1
1822;1;1;1;0;3;1;1
1823;1;1;1;0;1;1;1
1824;1;1;2;NA;1;1;1
1825;1;0;0;0;0;0;0
1826;1;1;0;0;0;0;0
1827;1;1;1;1;0;1;1
1828;1;2;2;2;1;1;1
1829;1;2;2;2;3;3;3
1830;1;1;2;1;1;1;1
1831;1;1;1;1;1;1;0
1832;1;1;1;0;0;0;0
1833;1;1;1;1;2;1;3
1834;1;1;1;0;1;1;1
1835;1;1;2;3;3;1;1
1836;1;1;2;1;3;1;1
1837;1;2;1;1;2;2;2
1838;1;2;2;2;3;1;1
1839;1;1;1;0;1;1;1
1840;1;1;1;0;0;0;0
1841;1;1;1;1;0;0;0
1842;1;1;1;1;2;2;2
1843;1;1;1;0;1;1;1
1844;1;1;1;NA;2;1;1
1845;1;1;1;NA;1;1;2
1846;1;1;0;1;1;1;1
1847;1;1;1;1;1;1;0
1848;1;1;0;1;1;1;0
1849;1;1;2;1;1;1;3
1850;1;1;0;0;0;0;0
1851;1;1;1;1;2;2;2
1852;1;1;1;1;2;1;2
1853;1;1;1;0;0;1;0
1854;1;2;2;1;1;2;1
1855;1;1;1;0;3;4;4
1856;1;1;1;2;3;1;1
1857;1;1;1;1;2;1;1
1858;1;1;1;0;1;1;1
1859;1;1;1;1;2;0;0
1860;1;1;1;0;NA;NA;NA
1861;1;1;1;1;0;0;0
1862;1;1;1;0;3;4;4
1863;1;2;2;0;1;1;1
1864;1;1;1;1;2;1;1
1865;1;1;1;2;1;1;1
1866;1;1;1;2;2;2;1
1867;1;1;1;0;1;1;1
1868;1;1;1;0;1;1;1
1869;1;1;1;2;3;1;1
1870;1;1;1;2;1;1;1
1871;1;1;1;1;2;1;1
1872;1;1;1;1;2;2;2
1873;2;1;1;1;1;0;1
1874;1;1;1;0;1;1;1
1875;1;1;1;1;1;0;1
1876;1;2;3;4;5;NA;5
1877;1;1;1;1;2;1;1
1878;1;1;1;1;1;2;2
1879;1;1;1;2;1;1;1
1880;1;1;1;0;1;1;1
1881;1;1;2;NA;1;1;1
1882;1;1;1;1;2;1;1
1883;1;1;1;0;NA;1;1
1884;1;1;1;1;0;0;0
1885;1;1;1;1;1;2;3
1886;1;0;0;0;0;0;0
1887;1;1;1;1;1;0;1
1888;1;1;1;1;2;2;2
1889;1;2;1;1;1;1;1
1890;1;1;1;1;1;1;0
1891;1;1;1;1;2;1;1
1892;1;1;0;1;3;4;5
1893;1;1;1;1;2;1;1
1894;1;1;1;1;1;1;0
1895;1;1;1;1;2;2;2
1896;1;1;1;1;0;0;1
1897;1;1;1;1;1;2;1
1898;1;1;1;1;1;1;0
1899;1;1;1;0;1;1;1
1900;1;1;1;NA;2;3;1
1901;1;1;1;0;1;1;1
1902;1;1;1;1;2;2;2
1903;1;1;1;1;0;0;0
1904;1;1;1;1;0;1;1
1905;1;2;2;2;2;2;3
1906;1;2;2;3;1;2;2
1907;1;1;1;1;1;2;2
1908;1;1;1;0;1;1;1
1909;1;2;2;NA;1;1;1
1910;1;1;1;NA;2;2;2
1911;1;1;1;1;2;1;1
1912;1;1;1;0;1;1;1
1913;1;1;1;2;1;1;1
1914;1;1;1;0;1;1;1
1915;1;0;0;0;0;0;0
1916;1;1;1;1;1;2;2
1917;1;1;1;0;1;1;1
1918;1;1;1;0;0;0;0
1919;1;1;1;1;2;1;1
1920;1;1;1;1;1;1;2
1921;1;1;1;0;1;1;1
1922;1;1;1;1;2;2;2
1923;1;1;1;1;1;2;2
1924;1;1;1;1;2;1;1
1925;1;1;1;0;1;1;1
1926;1;1;1;1;2;3;2
1927;1;2;2;2;2;1;3
1928;1;1;1;0;1;1;1
1929;1;1;1;NA;2;2;2
1930;1;1;1;NA;1;0;0
1931;1;1;1;NA;2;3;4
1932;1;1;1;1;0;1;0
1933;1;1;1;1;2;1;1
1934;1;2;2;1;1;1;1
1935;1;1;1;1;1;1;0
1936;1;1;2;2;3;3;3
1937;1;0;1;1;1;1;1
1938;1;NA;1;1;2;1;1
1939;1;NA;1;1;NA;1;0
1940;1;NA;2;1;NA;1;1
1941;1;1;1;1;2;1;1
1942;1;1;1;2;1;1;1
1943;1;1;1;0;1;1;1
1944;1;1;1;NA;2;1;1
1945;1;1;1;NA;2;1;1
1946;1;1;2;NA;NA;1;1
1947;1;1;1;NA;NA;0;0
1948;1;1;1;2;1;2;1
1949;1;1;1;NA;2;NA;1
1950;1;1;1;1;1;1;0
1951;1;1;1;0;0;3;0
1952;1;1;2;1;1;1;1
1953;1;1;1;1;2;1;1
1954;1;1;1;0;0;0;0
1955;1;1;1;1;1;2;2
1956;1;1;1;1;2;1;1
1957;1;1;1;1;NA;0;0
1958;1;1;1;1;1;2;1
1959;1;1;1;1;2;2;3
1960;1;1;1;1;1;0;1
1961;1;1;1;1;0;0;0
1962;1;1;1;1;2;2;2
1963;1;1;1;1;2;2;2
1964;1;0;1;1;1;1;1
1965;1;NA;2;1;1;1;1
1966;1;NA;1;0;0;0;0
1967;1;1;1;1;2;1;1
1968;1;1;1;1;2;1;1
1969;1;1;1;1;1;2;2
1970;1;1;1;1;0;1;1
1971;1;2;1;1;1;1;1
1972;1;NA;1;2;1;1;1
1973;1;2;1;NA;2;1;1
1974;1;1;1;0;1;1;1
1975;1;1;1;NA;2;1;1
1976;1;1;1;0;1;1;1
1977;1;0;1;0;0;0;0
1978;1;1;1;1;1;2;2
1979;1;1;1;0;1;1;1
1980;1;1;2;NA;1;1;3
1981;1;1;1;0;1;1;1
1982;1;1;1;NA;2;1;1
1983;1;1;1;NA;1;1;0
1984;1;1;1;NA;1;1;2
1985;1;2;2;NA;2;2;2
1986;1;1;2;NA;1;1;1
1987;1;1;1;NA;2;1;1
1988;1;1;0;NA;NA;1;1
1989;1;1;1;1;1;2;1
1990;1;1;1;1;1;2;1
1991;1;1;1;2;2;2;2
1992;1;2;1;1;1;1;2
1993;1;1;1;1;2;1;1
1994;1;1;1;0;1;1;1
1995;1;1;1;1;0;1;0
1996;1;1;1;1;2;1;1
1997;1;1;1;0;1;1;1
1998;1;1;2;NA;2;2;1
1999;1;1;1;NA;0;1;1
2000;1;1;2;NA;NA;1;1
2001;1;1;1;1;1;1;2
2002;1;1;1;1;1;1;2
2003;1;1;1;1;2;2;2
2004;1;1;1;1;1;1;2
2005;1;1;1;1;2;2;2
2006;1;1;1;0;NA;NA;NA
2007;1;2;1;1;NA;NA;NA
2008;1;1;1;0;0;1;1
2009;1;1;1;1;2;2;2
2010;1;1;1;1;2;2;2
2011;1;1;1;1;1;1;2
2012;1;1;1;1;2;1;1
2013;1;1;1;0;3;4;5
2014;1;1;1;0;1;1;1
2015;1;1;1;1;2;1;1
2016;1;1;1;1;1;2;1
2017;1;1;1;1;1;1;2
2018;1;1;1;0;1;1;1
2019;1;1;1;1;1;2;1
2020;1;1;1;1;2;1;1
2021;1;1;2;1;1;1;1
2022;1;1;1;1;1;0;0
2023;1;1;1;1;1;1;2
2024;1;1;1;1;0;1;1
2025;1;1;1;1;0;3;3
2026;1;1;1;0;0;0;0
2027;1;1;1;1;1;1;2
2028;1;1;1;1;0;0;0
2029;1;0;0;0;1;1;1
2030;1;1;1;1;0;0;0
2031;1;1;1;1;0;0;1
2032;1;1;2;1;1;1;1
2033;1;1;1;1;1;1;2
2034;1;1;1;1;2;1;1
2035;1;1;1;1;1;2;1
2036;1;1;1;0;1;1;1
2037;1;1;1;NA;2;2;2
2038;1;1;1;NA;0;1;1
2039;1;1;1;NA;NA;0;0
2040;1;1;1;NA;1;1;2
2041;1;1;1;1;2;3;4
2042;1;0;0;0;NA;NA;NA
2043;1;1;2;1;1;1;1
2044;1;1;2;2;2;1;1
2045;1;1;2;0;4;5;6
2046;1;1;1;2;3;4;4
2047;1;1;2;0;0;NA;NA
2048;1;1;1;0;1;1;1
2049;1;1;1;2;3;1;1
2050;1;1;1;1;1;1;0
2051;1;1;1;0;1;1;1
2052;1;1;1;NA;1;0;0
2053;1;1;1;NA;1;1;0
2054;1;1;1;2;3;1;4
2055;1;1;1;1;2;1;1
2056;1;1;1;1;2;1;1
2057;1;1;2;1;1;1;1
2058;1;1;1;2;1;1;1
2059;1;1;1;1;2;1;1
2060;1;1;1;1;NA;1;2
2061;1;1;1;2;NA;1;1
2062;1;1;2;1;NA;1;1
2063;1;2;2;1;NA;1;1
2064;1;NA;NA;0;NA;1;1
2065;1;1;1;1;1;2;2
2066;1;1;1;1;0;0;1
2067;1;1;1;2;1;1;1
2068;1;1;1;1;1;1;0
2069;1;1;1;1;1;1;2
2070;1;1;1;0;1;1;NA
2071;1;1;1;1;2;2;2
2072;1;1;1;0;1;1;1
2073;1;2;2;2;1;2;2
2074;1;1;1;1;2;2;2
2075;1;1;1;1;1;2;3
2076;1;1;1;1;1;2;1
2077;1;1;1;1;1;2;2
2078;1;2;1;1;1;1;1
2079;1;1;1;0;1;1;1
2080;1;1;1;NA;1;0;0
2081;1;1;1;NA;0;NA;NA
2082;1;1;1;NA;0;NA;NA
2083;1;1;1;1;1;2;2
2084;1;1;1;1;1;1;2
2085;1;1;1;1;1;1;0
2086;1;1;1;1;2;1;1
2087;1;1;1;1;2;1;1
2088;1;1;1;1;0;1;1
2089;1;1;1;1;2;1;1
2090;1;1;2;1;1;1;1
2091;1;1;1;1;1;0;0
2092;1;1;1;1;0;1;1
2093;1;2;2;1;NA;2;2
2094;1;1;1;1;NA;2;2
2095;1;1;1;1;2;3;3
2096;1;1;1;1;2;2;2
2097;1;1;1;1;0;1;1
2098;1;1;1;1;1;2;3
2099;1;0;0;0;0;1;1
2100;1;1;1;1;2;1;3
2101;1;2;1;1;1;1;1
2102;1;0;0;1;1;1;1
2103;1;1;1;1;2;1;1
2104;1;2;2;1;NA;1;1
2105;1;1;1;1;1;2;2
2106;1;1;1;1;0;1;1
2107;1;1;1;1;2;1;1
2108;1;1;1;1;1;2;2
2109;1;1;1;1;2;NA;NA
2110;1;1;1;1;1;0;1
2111;1;1;1;1;0;1;1
2112;1;1;0;1;1;1;1
2113;1;1;1;1;2;3;4
2114;1;1;1;0;NA;NA;NA
2115;1;1;1;1;0;1;1
2116;1;1;1;1;2;1;1
2117;1;1;1;1;2;1;1
2118;1;1;1;2;1;1;1
2119;1;1;1;1;0;1;1
2120;1;1;1;0;3;1;1
2121;1;1;2;NA;NA;1;1
2122;1;1;1;1;2;1;1
2123;1;1;1;2;1;1;1
2124;1;1;1;1;1;2;3
2125;1;1;1;1;2;NA;NA
2126;1;1;1;0;1;1;1
2127;1;1;1;NA;0;1;1
2128;1;1;0;NA;NA;3;3
2129;1;1;1;1;0;1;1
2130;1;1;1;0;0;0;1
2131;1;1;1;0;1;0;1
2132;1;1;1;1;1;2;1
2133;1;1;1;0;1;1;0
2134;1;1;1;0;1;1;1
2135;1;1;0;1;1;1;1
2136;1;1;1;2;1;1;1
2137;1;1;1;0;1;1;1
2138;1;1;0;1;3;1;1
2139;1;2;2;3;1;1;1
2140;1;NA;NA;NA;1;1;0
2141;1;1;1;1;1;1;2
2142;1;1;1;0;1;1;1
2143;1;1;1;1;1;2;2
2144;1;1;1;2;3;1;1
2145;1;1;0;1;1;1;1
2146;1;1;1;1;1;1;0
2147;1;1;1;1;2;1;1
2148;1;1;1;1;1;2;3
2149;1;1;1;1;0;1;1
2150;1;1;0;1;1;1;1
2151;1;1;2;1;3;1;1
2152;1;1;1;1;2;1;1
2153;1;1;1;1;NA;1;0
2154;1;1;1;1;NA;1;2
2155;1;1;1;0;NA;1;1
2156;1;1;1;1;NA;2;2
2157;1;1;1;1;2;2;2
2158;1;2;2;1;1;2;2
2159;1;1;1;0;0;1;1
2160;1;1;1;1;1;1;2
2161;1;1;1;1;0;0;0
2162;1;1;1;0;0;0;0
2163;1;1;1;0;1;1;1
2164;1;1;1;1;1;1;0
2165;1;1;1;2;2;1;1
2166;1;1;1;2;1;1;1
2167;1;1;1;0;1;1;1
2168;1;1;1;2;2;2;2
2169;1;1;1;2;3;1;1
2170;1;1;1;1;2;2;2
2171;1;1;1;1;2;1;1
2172;1;1;1;1;0;1;1
2173;1;1;1;0;1;1;1
2174;1;1;0;NA;0;1;1
2175;1;1;1;0;1;1;1
2176;1;1;1;NA;2;1;1
2177;1;1;2;NA;1;2;2
2178;1;1;1;0;1;1;1
2179;1;1;1;1;1;1;0
2180;1;1;1;1;0;1;1
2181;1;1;1;1;2;1;1
2182;1;1;1;0;1;1;0
2183;1;1;1;0;0;1;1
2184;1;1;1;0;1;1;1
2185;1;1;1;1;2;1;1
2186;1;1;1;1;NA;1;2
2187;1;1;1;0;NA;1;1
2188;1;1;1;0;NA;0;0
2189;1;1;1;1;0;1;1
2190;1;2;1;2;2;3;3
2191;1;1;1;NA;NA;0;0
2192;1;1;1;0;3;4;5
2193;1;1;1;0;1;1;1
2194;1;1;1;1;0;1;1
2195;1;1;1;1;0;1;1
2196;1;1;1;1;2;3;4
2197;1;1;1;0;NA;NA;NA
2198;1;1;1;2;3;1;1
2199;1;1;1;1;2;1;1
2200;1;1;1;1;2;3;2
2201;1;1;1;0;1;1;1
2202;1;1;1;0;3;3;3
2203;1;1;1;0;1;1;0
2204;1;1;1;2;1;1;1
2205;1;1;1;1;1;1;2
2206;1;1;1;1;2;2;2
2207;1;1;1;1;0;1;1
2208;1;1;1;1;2;1;1
2209;1;1;1;1;1;1;2
2210;1;1;0;1;1;1;1
2211;1;1;2;1;1;1;1
2212;1;1;1;0;1;1;1
2213;1;1;1;1;2;3;3
2214;1;1;1;1;0;0;0
2215;1;1;1;0;1;1;1
2216;1;1;2;1;2;2;3
2217;1;1;1;1;2;1;1
2218;1;1;1;1;0;1;1
2219;1;1;1;0;1;1;1
2220;1;1;1;1;2;3;3
2221;1;1;1;1;1;2;1
2222;1;1;1;1;1;NA;2
2223;1;1;1;1;2;NA;1
2224;1;1;1;1;1;NA;0
2225;1;1;1;1;1;1;2
2226;1;1;1;1;1;1;0
2227;1;2;1;1;1;1;2
2228;1;1;1;0;0;0;0
2229;1;1;1;1;1;2;2
2230;1;1;1;1;1;2;3
2231;1;1;1;1;2;1;1
2232;1;1;1;1;2;2;2
2233;1;1;1;1;0;1;1
2234;1;2;1;1;1;2;2
2235;1;1;1;1;2;1;1
2236;1;1;1;1;0;1;1
2237;1;0;0;1;NA;1;1
2238;1;1;1;1;NA;2;2
2239;1;1;1;1;2;1;1
2240;2;1;1;1;1;1;1
2241;1;1;1;1;0;1;1
2242;1;0;0;1;0;0;0
2243;1;1;1;1;2;2;2
2244;1;1;1;1;1;1;2
2245;1;1;1;1;2;2;2
2246;1;1;1;1;2;2;3
2247;1;1;1;1;2;3;3
2248;1;1;1;1;1;0;0
2249;1;1;1;1;0;3;4
2250;1;1;1;1;2;2;3
2251;1;1;1;0;NA;NA;NA
