;C1;D;E2;F2;G1;M1;N1
2252;1;1;1;1;2;1;1
2253;1;1;1;1;2;1;1
2254;1;1;1;1;2;3;4
2255;1;1;1;1;2;2;2
2256;1;1;1;1;2;1;1
2257;1;1;1;1;NA;1;2
2258;1;1;1;1;1;1;2
2259;1;1;2;1;1;1;1
2260;1;1;1;1;1;1;2
2261;1;1;1;1;2;1;1
2262;1;1;1;1;2;3;4
2263;1;1;2;1;NA;NA;NA
2264;1;2;2;3;1;1;2
2265;1;1;1;1;2;1;1
2266;1;2;1;1;NA;1;1
2267;1;1;1;2;NA;2;2
2268;1;1;1;1;NA;2;0
2269;1;1;1;1;NA;2;1
2270;1;1;1;1;2;2;3
2271;1;1;1;1;2;2;1
2272;1;1;2;2;1;1;1
2273;1;1;1;1;0;1;1
2274;1;1;1;1;2;3;4
2275;1;1;1;1;0;0;0
2276;1;1;2;1;NA;NA;NA
2277;1;1;1;1;2;3;4
2278;1;1;1;0;NA;NA;NA
2279;1;0;0;0;0;1;1
2280;1;1;1;0;1;0;0
2281;1;1;1;0;1;1;1
2282;1;1;1;2;1;1;1
2283;1;1;1;0;1;1;1
2284;1;1;1;0;1;1;1
2285;1;1;1;NA;1;1;2
2286;1;1;1;1;2;1;2
2287;1;1;1;2;1;1;1
2288;1;1;1;0;1;1;1
2289;1;1;1;NA;1;1;2
2290;1;1;1;NA;2;1;3
2291;1;1;1;NA;2;1;0
2292;1;1;1;NA;1;2;1
2293;1;1;1;1;0;1;1
2294;1;1;1;1;1;2;2
2295;1;1;0;1;1;1;1
2296;1;1;1;2;1;1;1
2297;1;1;1;0;1;1;1
2298;1;1;1;1;2;1;1
2299;1;1;1;2;3;4;4
2300;1;1;1;0;1;1;1
2301;1;1;1;2;1;1;1
2302;1;1;1;0;1;1;1
2303;1;1;1;1;1;1;0
2304;1;1;1;0;1;1;1
2305;1;1;1;1;1;2;2
2306;1;1;1;2;1;1;3
2307;1;1;1;1;2;3;3
2308;1;1;1;0;NA;NA;NA
2309;1;1;1;2;1;1;1
2310;1;1;1;1;2;2;2
2311;1;1;1;1;2;1;1
2312;1;1;1;1;2;3;3
2313;1;1;1;2;1;1;1
2314;1;1;1;NA;2;2;3
2315;1;1;1;NA;1;1;0
2316;1;1;1;NA;2;3;1
2317;1;1;1;0;1;1;1
2318;1;1;1;NA;0;1;1
2319;1;1;1;NA;NA;1;0
2320;1;1;1;NA;2;1;2
2321;1;1;1;NA;1;2;2
2322;1;1;1;NA;2;3;3
2323;1;1;1;NA;2;2;2
2324;1;1;1;NA;2;2;2
2325;1;2;2;NA;3;1;2
2326;1;1;1;NA;0;1;1
2327;1;1;1;NA;0;0;0
2328;1;1;1;NA;0;3;3
2329;1;1;1;1;1;1;2
2330;1;1;1;2;1;1;NA
2331;1;1;1;0;0;1;1
2332;1;1;1;0;NA;1;0
2333;1;1;1;1;2;1;1
2334;1;1;1;1;NA;1;2
2335;1;1;1;1;NA;1;2
2336;1;1;1;1;2;1;1
2337;1;1;2;1;NA;1;1
2338;1;1;1;0;1;1;1
2339;1;1;1;1;0;1;1
2340;1;1;1;0;0;1;1
2341;1;1;1;0;1;1;1
2342;1;1;1;NA;0;1;1
2343;1;1;1;2;1;1;1
2344;1;1;1;1;1;2;2
2345;1;1;2;1;1;1;3
2346;1;1;1;1;1;0;0
2347;1;1;1;0;1;1;1
2348;1;2;1;NA;1;1;1
2349;1;1;1;1;2;2;2
2350;1;1;1;0;1;1;1
2351;1;1;1;NA;2;1;1
2352;1;1;1;2;1;1;1
2353;1;1;0;1;3;3;3
2354;1;1;2;1;1;1;1
2355;1;1;1;0;1;1;1
2356;1;1;1;0;1;1;1
2357;1;1;1;1;1;2;2
2358;1;1;2;1;2;1;2
2359;1;1;1;0;1;1;1
2360;1;1;1;1;2;1;1
2361;1;1;1;1;2;1;1
2362;1;1;1;2;NA;1;3
2363;1;1;1;0;0;1;1
2364;1;1;1;1;2;1;1
2365;1;1;1;0;NA;1;1
2366;1;1;1;1;2;3;2
2367;1;1;1;1;1;2;3
2368;1;1;1;0;1;NA;NA
2369;1;1;1;1;2;2;1
2370;1;1;1;1;0;0;0
2371;1;1;1;1;1;2;3
2372;1;1;1;1;1;2;2
2373;1;1;1;1;1;1;2
2374;1;1;1;0;1;1;1
2375;1;1;1;NA;1;1;2
2376;1;2;2;NA;1;1;3
2377;1;1;1;NA;1;0;0
2378;1;1;1;1;0;1;1
2379;1;1;1;2;1;1;1
2380;1;1;1;NA;1;2;2
2381;1;1;1;2;1;1;1
2382;1;1;1;1;2;2;2
2383;1;1;1;0;1;1;1
2384;1;1;2;NA;1;1;1
2385;1;1;0;1;1;1;1
2386;1;1;1;1;2;2;2
2387;1;1;2;1;2;1;1
2388;1;1;1;1;1;1;2
2389;1;1;1;1;1;1;0
2390;1;1;0;1;0;1;1
2391;1;1;1;2;3;1;1
2392;1;1;0;0;0;1;1
2393;1;1;1;1;1;2;2
2394;1;1;1;2;1;1;2
2395;1;1;1;0;0;3;3
2396;1;1;1;2;1;1;1
2397;1;1;2;1;1;1;1
2398;1;1;1;0;1;1;1
2399;1;1;1;1;2;1;1
2400;1;1;1;1;2;1;1
2401;1;1;1;2;NA;1;1
2402;1;1;1;0;1;1;1
2403;1;1;1;2;1;1;1
2404;1;1;1;NA;1;2;2
2405;1;1;1;0;1;1;1
2406;1;1;1;0;1;1;1
2407;1;1;1;NA;1;1;2
2408;1;1;1;NA;1;2;1
2409;1;1;1;NA;2;NA;1
2410;1;1;1;NA;1;NA;0
2411;1;1;1;NA;2;2;2
2412;1;2;1;NA;1;1;1
2413;1;1;1;NA;1;1;2
2414;1;1;1;2;1;1;1
2415;1;1;1;1;2;2;2
2416;1;1;1;1;1;1;2
2417;1;1;1;1;2;3;4
2418;1;1;1;1;2;2;2
2419;1;1;1;0;1;1;1
2420;1;0;0;NA;1;0;0
2421;1;1;1;1;2;1;1
2422;1;1;1;1;NA;1;2
2423;1;1;1;1;2;1;2
2424;1;1;1;1;2;1;2
2425;1;1;1;1;2;1;2
2426;1;1;2;1;1;1;1
2427;1;1;1;0;1;1;1
2428;1;1;1;NA;2;1;1
2429;1;2;0;NA;1;3;0
2430;1;1;1;1;1;1;2
2431;1;1;1;1;2;2;2
2432;1;1;1;1;1;1;2
2433;1;1;1;1;1;1;2
2434;1;1;1;1;2;1;1
2435;1;1;1;1;1;1;0
2436;1;1;1;1;0;1;3
2437;1;1;1;1;2;2;2
2438;1;1;1;1;2;2;2
2439;1;1;1;2;NA;NA;NA
2440;1;1;1;1;0;1;1
2441;1;1;1;1;0;0;0
2442;1;1;2;1;1;1;1
2443;1;1;1;1;2;3;3
2444;1;1;1;1;2;2;3
2445;1;1;1;0;0;0;0
2446;1;1;1;2;1;1;1
2447;1;0;1;1;1;1;1
2448;1;1;1;0;3;3;3
2449;1;1;1;1;1;2;2
2450;1;1;1;2;1;1;1
2451;1;1;1;1;2;1;1
2452;1;1;1;0;1;1;1
2453;1;1;1;1;2;2;2
2454;1;1;1;1;2;1;1
2455;1;1;1;2;NA;2;2
2456;1;1;1;2;1;1;1
2457;1;1;1;0;1;0;0
2458;1;1;2;2;2;2;2
2459;1;1;1;1;2;3;4
2460;1;1;1;0;NA;NA;NA
2461;1;1;1;1;0;1;0
2462;1;1;1;1;1;2;1
2463;1;1;1;0;0;1;1
2464;1;1;1;1;1;0;0
2465;1;1;1;0;1;1;1
2466;1;1;1;NA;2;1;1
2467;1;1;1;1;2;1;1
2468;1;2;1;1;NA;1;1
2469;1;2;1;1;NA;1;1
2470;1;1;1;0;1;1;1
2471;1;1;2;1;1;3;3
2472;1;1;1;1;2;3;3
2473;1;1;0;1;1;1;1
2474;2;1;1;1;1;1;1
2475;1;1;1;1;1;1;0
2476;1;1;1;1;1;2;NA
2477;1;1;1;1;2;1;1
2478;1;1;1;0;1;1;1
2479;1;1;1;1;2;1;1
2480;1;1;1;0;1;1;1
2481;1;1;1;NA;0;1;1
2482;1;1;1;NA;2;1;1
2483;1;1;1;1;2;1;1
2484;1;1;1;2;1;1;1
2485;1;1;1;1;1;2;2
2486;1;1;1;2;1;1;1
2487;1;1;2;2;0;0;0
2488;1;1;1;1;2;2;1
2489;1;1;1;0;0;3;3
2490;1;1;1;2;1;1;1
2491;1;1;1;1;0;1;1
2492;1;1;1;0;1;1;1
2493;1;1;1;1;2;1;1
2494;1;1;1;0;1;1;1
2495;1;2;1;NA;1;1;2
2496;1;2;2;2;2;1;1
2497;1;1;1;1;0;1;1
2498;1;1;1;1;1;2;2
2499;1;1;1;1;2;1;1
2500;1;1;2;1;1;1;1
2501;1;2;2;1;3;3;3
2502;1;1;2;1;1;1;1
2503;1;1;1;1;0;3;4
2504;1;1;1;1;1;1;2
2505;1;1;1;1;1;1;2
2506;1;1;1;1;0;1;0
2507;1;1;1;1;0;1;1
2508;1;2;1;1;NA;1;2
2509;1;2;1;1;1;1;1
2510;1;2;1;3;1;2;2
2511;1;1;1;1;1;2;3
2512;1;1;1;1;2;1;1
2513;1;1;1;0;1;1;1
2514;1;1;1;1;2;1;1
2515;1;1;1;1;NA;1;2
2516;1;1;1;0;0;1;0
2517;1;1;1;1;2;1;1
2518;1;1;1;0;1;1;1
2519;1;1;1;2;1;1;1
2520;1;2;2;1;2;1;1
2521;1;0;0;0;0;0;0
2522;1;1;1;1;2;1;1
2523;1;1;1;1;2;1;1
2524;1;1;1;0;1;1;1
2525;1;1;1;1;0;1;1
2526;1;1;0;1;1;1;1
2527;1;1;NA;1;2;2;3
2528;1;1;1;1;1;0;0
2529;1;1;1;1;0;1;1
2530;1;1;1;1;1;1;2
2531;1;1;1;0;1;1;1
2532;1;1;0;3;1;1;1
2533;1;1;1;1;2;1;1
2534;1;1;3;3;3;2;2
2535;1;1;1;0;0;1;1
2536;1;1;1;0;3;1;1
2537;1;1;1;0;1;1;1
2538;1;1;1;NA;2;3;3
2539;1;1;1;NA;1;0;0
2540;1;1;1;NA;0;1;1
2541;1;1;1;1;0;0;0
2542;1;1;1;1;2;2;1
2543;1;1;1;0;0;1;1
2544;1;1;1;1;2;1;1
2545;1;1;1;0;NA;1;1
2546;1;1;1;1;2;1;1
2547;1;1;1;1;1;1;2
2548;1;1;1;1;2;1;1
2549;1;1;1;2;1;1;1
2550;1;1;1;1;2;1;1
2551;1;1;1;2;NA;1;1
2552;1;2;1;NA;NA;1;1
2553;1;1;1;1;1;1;0
2554;1;1;1;1;0;1;1
2555;1;1;1;0;1;1;1
2556;1;1;2;NA;1;1;1
2557;1;1;1;NA;2;1;1
2558;1;1;1;1;1;1;0
2559;1;2;1;1;1;1;1
2560;1;1;1;1;1;1;2
2561;1;1;2;1;2;1;1
2562;1;1;1;0;3;4;4
2563;1;1;1;0;0;1;3
2564;1;1;0;NA;NA;1;NA
2565;1;1;1;1;2;1;2
2566;1;1;0;0;1;1;1
2567;1;1;1;1;2;2;2
2568;1;1;1;2;3;1;1
2569;1;1;1;1;1;2;1
2570;1;1;1;1;0;1;1
2571;1;1;1;0;1;0;1
2572;1;2;1;NA;1;NA;1
2573;1;1;1;0;1;1;1
2574;1;1;1;NA;1;2;1
2575;1;1;1;2;1;1;3
2576;1;1;1;1;1;1;0
2577;1;1;2;1;1;1;1
2578;1;2;3;1;4;1;1
2579;1;1;1;0;1;1;1
2580;1;1;1;NA;2;3;3
2581;1;1;1;1;0;1;1
2582;1;1;1;1;1;2;1
2583;1;1;2;1;2;2;2
2584;1;1;1;1;1;2;3
2585;1;1;1;0;0;0;0
2586;1;1;2;1;1;1;1
2587;1;1;1;0;3;1;1
2588;1;1;1;1;2;1;1
2589;1;1;1;1;2;2;2
2590;1;1;1;1;2;3;4
2591;1;1;0;1;1;1;1
2592;1;1;1;2;1;1;1
2593;1;1;1;1;1;2;2
2594;1;1;1;1;2;1;1
2595;1;2;3;4;NA;1;1
2596;1;1;1;1;1;1;2
2597;1;1;1;1;1;1;2
2598;1;1;1;1;1;1;0
2599;1;1;1;1;2;1;1
2600;1;0;1;1;1;1;1
2601;1;1;1;0;1;1;1
2602;1;2;1;1;1;3;2
2603;1;1;1;1;2;1;1
2604;1;1;1;0;NA;3;3
2605;1;1;1;1;1;2;2
2606;1;2;2;2;3;1;1
2607;1;1;1;1;2;1;1
2608;1;1;1;0;0;1;1
2609;1;1;1;2;2;1;1
2610;1;1;2;1;1;2;2
2611;1;1;1;2;1;1;1
2612;1;1;1;1;1;1;2
2613;1;1;1;0;1;1;NA
2614;1;1;1;2;1;1;1
2615;1;1;1;0;1;1;1
2616;1;1;1;NA;0;0;1
2617;1;1;1;NA;1;1;0
2618;1;1;1;2;1;1;1
2619;1;1;1;0;1;1;1
2620;1;1;1;NA;2;1;1
2621;1;1;1;NA;2;1;1
2622;1;1;1;NA;1;2;1
2623;1;2;1;1;1;1;1
2624;1;1;2;1;1;1;3
2625;1;1;1;1;2;1;1
2626;1;1;1;1;1;2;1
2627;1;1;1;1;2;1;1
2628;1;1;1;1;2;1;1
2629;1;1;1;2;1;1;1
2630;1;1;1;1;1;1;0
2631;1;1;1;0;1;1;1
2632;1;1;1;1;2;1;3
2633;1;1;1;2;2;1;1
2634;1;1;1;2;1;1;1
2635;1;1;1;NA;1;1;0
2636;1;1;1;0;0;1;1
2637;1;1;1;1;2;1;1
2638;1;1;1;1;0;0;0
2639;1;1;1;1;1;0;1
2640;1;1;1;0;1;1;1
2641;1;1;1;1;1;1;2
2642;1;1;1;2;1;1;1
2643;1;1;1;0;0;1;1
2644;1;1;1;0;1;1;1
2645;1;1;2;1;1;1;1
2646;1;1;1;1;2;1;1
2647;1;1;1;0;NA;1;1
2648;1;1;1;NA;NA;1;0
2649;1;1;1;0;1;1;1
2650;1;2;2;2;1;2;2
2651;1;1;1;1;2;1;1
2652;1;1;1;2;1;1;1
2653;1;2;2;2;3;1;1
2654;1;1;1;0;0;1;1
2655;1;1;1;1;1;1;0
2656;1;1;1;1;1;1;0
2657;1;1;0;1;1;1;NA
2658;1;1;1;1;2;1;1
2659;1;1;1;1;2;1;1
2660;1;1;1;0;NA;1;1
2661;1;1;1;1;1;1;0
2662;1;0;0;0;1;1;NA
2663;1;1;1;1;2;1;1
2664;1;1;1;1;2;1;1
2665;1;1;1;1;1;1;2
2666;1;1;1;1;2;1;1
2667;1;1;1;2;2;1;1
2668;1;1;1;0;0;1;1
2669;1;1;2;1;1;1;1
2670;1;1;1;1;2;1;1
2671;1;1;1;2;3;3;3
2672;1;1;1;1;2;1;1
2673;1;1;1;1;1;1;0
2674;1;1;1;1;0;1;0
2675;1;2;2;2;2;1;1
2676;1;1;1;1;2;1;1
2677;1;1;1;1;NA;2;1
2678;1;1;1;2;NA;1;1
2679;1;1;1;1;2;3;3
2680;1;1;1;0;1;1;1
2681;1;1;1;NA;2;3;3
2682;1;1;1;NA;0;1;1
2683;1;1;1;2;3;1;1
2684;1;1;1;1;1;1;2
2685;1;1;1;0;1;1;1
2686;1;1;1;NA;2;3;3
2687;1;0;0;NA;1;1;1
2688;1;1;1;NA;1;0;0
2689;1;1;1;NA;2;2;2
2690;1;1;1;NA;0;1;1
2691;1;1;1;NA;2;2;2
2692;1;1;1;NA;1;1;2
2693;1;1;1;NA;1;2;2
2694;1;1;1;0;1;1;1
2695;1;1;1;NA;2;1;1
2696;1;1;1;NA;2;1;2
2697;1;1;2;NA;2;1;1
2698;1;1;0;NA;1;1;1
2699;1;1;1;NA;2;1;1
2700;1;1;1;NA;2;1;0
2701;1;1;1;NA;2;1;1
2702;1;1;1;NA;2;3;4
2703;1;1;1;NA;1;2;1
2704;1;1;1;NA;1;0;0
2705;1;1;0;NA;1;1;1
2706;1;1;1;NA;1;1;2
2707;1;1;1;NA;1;2;2
2708;1;1;1;NA;0;NA;NA
2709;1;1;1;NA;1;2;1
2710;1;1;1;NA;1;2;1
2711;1;1;1;NA;2;1;1
2712;1;1;2;NA;2;1;1
2713;1;1;1;NA;1;2;1
2714;1;1;1;NA;1;0;1
2715;1;1;1;NA;0;1;1
2716;1;1;1;NA;NA;2;1
2717;1;1;1;NA;NA;1;2
2718;1;1;0;NA;NA;0;0
2719;1;1;2;NA;NA;1;1
2720;1;1;1;NA;NA;0;0
2721;1;1;1;NA;NA;2;1
2722;1;1;1;NA;NA;0;0
2723;1;1;2;NA;NA;NA;NA
2724;1;2;2;NA;NA;1;1
2725;1;1;1;NA;2;2;2
2726;1;1;1;NA;0;1;1
2727;1;1;1;NA;2;1;1
2728;1;1;1;2;3;1;1
2729;1;1;1;0;1;1;1
2730;1;1;1;1;0;1;1
2731;1;1;1;1;2;1;1
2732;1;1;1;0;1;1;1
2733;1;2;2;NA;1;2;2
2734;1;1;1;1;1;1;2
2735;1;2;1;1;1;1;1
2736;1;1;1;1;2;2;2
2737;1;1;1;0;1;1;1
2738;1;2;2;NA;1;1;1
2739;1;1;1;NA;2;2;2
2740;1;0;1;NA;1;1;1
2741;1;0;0;NA;0;0;0
2742;1;1;1;NA;2;1;1
2743;1;3;3;NA;1;2;1
2744;1;1;1;NA;2;1;1
2745;1;1;1;NA;2;1;1
2746;1;1;1;NA;NA;2;1
2747;1;0;1;NA;1;1;1
2748;1;1;1;NA;2;1;1
2749;1;1;1;NA;2;1;1
2750;1;1;1;NA;2;1;0
2751;1;1;1;1;2;1;1
2752;1;1;1;0;1;1;1
2753;1;1;1;0;1;1;1
2754;1;1;1;NA;2;1;1
2755;1;1;2;NA;2;2;1
2756;1;1;2;NA;1;1;1
2757;1;1;1;1;0;1;1
2758;1;1;1;2;2;1;1
2759;1;1;1;2;1;1;1
2760;1;1;1;NA;0;1;1
2761;1;1;1;2;1;1;1
2762;1;1;1;2;1;1;3
2763;1;1;1;1;2;1;3
2764;1;0;0;1;NA;1;NA
2765;1;1;1;0;1;1;1
2766;1;1;1;NA;2;1;1
2767;1;1;1;NA;2;1;1
2768;1;1;1;1;2;1;1
2769;1;1;1;2;NA;1;1
2770;1;1;2;1;NA;1;1
2771;1;1;1;2;1;1;1
2772;1;1;1;0;0;1;1
2773;1;2;2;NA;NA;1;1
2774;1;1;1;NA;NA;2;2
2775;1;1;1;2;3;1;1
2776;1;1;1;NA;NA;2;2
2777;1;1;0;NA;NA;1;1
2778;1;2;2;NA;NA;0;0
2779;1;1;1;NA;NA;2;2
2780;1;1;2;NA;NA;1;1
2781;1;0;NA;NA;NA;1;1
2782;1;1;1;1;2;1;1
2783;1;1;1;1;2;1;1
2784;1;1;1;1;0;0;0
2785;1;1;1;1;1;1;2
2786;1;1;1;1;2;1;1
2787;1;1;1;1;0;1;3
2788;1;1;2;2;1;1;1
2789;1;1;1;1;0;1;1
2790;1;1;1;0;1;1;1
2791;1;1;1;NA;0;1;1
2792;1;1;1;2;1;1;1
2793;1;1;1;NA;2;3;3
2794;1;1;1;2;1;1;1
2795;1;1;1;NA;1;1;0
2796;1;1;1;2;1;1;1
2797;1;1;1;NA;2;1;1
2798;1;1;1;1;2;3;3
2799;1;1;1;1;2;3;3
2800;1;1;1;0;NA;NA;NA
2801;1;1;1;0;1;1;1
2802;1;1;1;NA;1;2;1
2803;1;1;1;NA;1;2;2
2804;1;1;1;1;1;2;2
2805;1;1;1;0;1;1;3
2806;1;1;1;2;1;1;1
2807;1;1;1;1;1;0;1
2808;1;1;2;3;4;4;4
2809;1;1;1;1;2;2;1
2810;1;1;1;0;1;1;1
2811;1;1;1;NA;2;2;2
2812;1;1;1;1;2;1;1
2813;1;1;1;1;2;1;1
2814;1;1;1;0;1;1;1
2815;1;1;1;1;2;1;1
2816;1;1;1;0;1;1;1
2817;1;1;1;NA;2;2;1
2818;1;1;1;1;2;1;1
2819;1;1;1;1;1;1;2
2820;1;1;1;1;2;3;3
2821;1;1;1;0;NA;NA;NA
2822;1;1;0;1;1;0;0
2823;1;1;1;1;2;1;1
2824;1;1;1;0;0;1;1
2825;1;2;2;1;3;1;1
2826;1;1;1;1;1;2;3
2827;1;1;1;2;3;3;3
2828;1;1;1;0;3;4;5
2829;1;1;1;2;1;1;1
2830;1;1;1;2;3;3;3
2831;1;1;1;2;1;1;1
2832;1;1;1;0;1;1;1
2833;1;1;1;0;1;1;1
2834;1;1;1;NA;0;0;0
2835;1;1;1;0;1;1;1
2836;1;1;1;2;3;1;3
2837;1;1;1;1;1;1;2
2838;1;1;1;1;2;1;NA
2839;1;2;2;2;2;3;3
2840;1;1;1;1;1;2;3
2841;1;1;1;1;1;0;3
2842;1;1;1;0;1;NA;NA
2843;1;1;1;2;1;1;1
2844;1;1;1;1;2;3;3
2845;1;1;1;1;0;1;0
2846;1;1;1;1;2;1;1
2847;1;1;1;1;NA;2;2
2848;1;1;1;1;2;1;1
2849;1;1;1;0;NA;1;1
2850;1;2;2;2;2;2;2
2851;1;1;1;1;0;1;1
2852;1;2;1;1;NA;1;2
2853;1;0;1;0;NA;0;0
2854;1;1;1;0;NA;1;1
2855;1;1;1;0;1;1;1
2856;1;1;1;NA;2;1;3
2857;1;1;1;NA;0;1;1
2858;1;1;1;NA;0;1;1
2859;1;1;1;1;1;1;0
2860;1;1;1;2;1;1;1
2861;1;1;1;NA;2;2;2
2862;1;1;1;1;2;1;1
2863;1;1;1;0;1;1;1
2864;1;1;1;NA;0;3;3
2865;1;1;1;1;0;0;0
2866;1;1;1;1;1;1;0
2867;1;1;1;1;2;1;3
2868;1;1;1;2;1;1;1
2869;1;1;1;0;1;1;1
2870;1;2;1;NA;2;1;2
2871;1;1;1;NA;2;1;1
2872;1;1;1;NA;NA;2;1
2873;1;1;1;NA;1;1;2
2874;1;1;1;NA;0;1;0
2875;1;1;1;NA;0;1;1
2876;1;1;1;NA;NA;1;0
2877;1;1;1;NA;2;3;4
2878;1;1;0;NA;NA;NA;NA
2879;1;2;2;NA;3;1;2
2880;1;1;1;NA;1;1;2
2881;1;1;1;2;1;1;1
2882;1;1;1;0;1;1;1
2883;1;1;1;NA;2;2;2
2884;1;1;2;NA;NA;NA;NA
2885;1;1;1;1;1;1;2
2886;1;1;1;0;1;1;1
2887;1;1;1;NA;1;1;2
2888;1;1;1;0;1;1;1
2889;1;1;1;NA;1;1;0
2890;1;1;2;NA;3;1;1
2891;1;1;1;NA;2;1;1
2892;1;1;1;NA;1;1;2
2893;1;1;1;NA;2;1;1
2894;1;1;1;NA;2;1;2
2895;1;1;1;NA;2;2;1
2896;1;1;2;NA;1;1;1
2897;1;1;1;NA;2;3;1
2898;1;1;1;NA;1;2;1
2899;1;1;2;3;4;5;4
2900;1;1;1;2;1;3;3
2901;1;1;2;NA;1;NA;NA
2902;1;1;0;NA;1;NA;NA
2903;1;1;0;NA;3;NA;NA
2904;1;1;1;1;1;2;1
2905;1;1;1;0;1;1;1
2906;1;1;2;1;1;1;1
2907;1;1;2;1;2;2;2
2908;1;1;1;1;0;1;1
2909;1;1;2;1;1;1;1
2910;1;1;1;1;2;1;3
2911;1;1;1;0;1;1;1
2912;1;1;1;2;1;1;1
2913;1;1;0;1;1;1;1
2914;1;1;1;0;3;3;3
2915;1;1;1;1;0;0;1
2916;1;1;1;0;3;1;1
2917;1;1;2;NA;NA;1;0
2918;1;1;1;NA;NA;2;2
2919;1;1;1;0;1;1;1
2920;1;1;2;NA;1;1;1
2921;1;1;1;2;1;1;1
2922;1;1;1;NA;1;1;2
2923;1;1;1;NA;1;1;2
2924;1;1;1;1;2;3;1
2925;1;1;1;2;1;1;1
2926;1;1;1;0;0;1;1
2927;1;1;1;NA;NA;1;2
2928;1;1;1;0;1;1;1
2929;1;1;1;NA;2;1;1
2930;1;1;1;NA;NA;1;0
2931;1;1;1;1;2;2;2
2932;1;1;1;0;3;1;1
2933;1;1;1;1;0;1;1
2934;1;1;1;2;NA;1;1
2935;1;1;1;1;2;1;1
2936;1;1;1;1;NA;1;2
2937;1;1;1;2;1;1;1
2938;1;1;1;1;2;1;3
2939;1;1;0;0;NA;1;NA
2940;1;1;1;0;1;1;1
2941;1;1;1;NA;0;1;1
2942;1;1;1;2;1;1;1
2943;1;1;1;1;2;1;1
2944;1;1;1;2;1;1;1
2945;1;1;2;NA;1;1;3
2946;1;1;2;NA;1;1;1
2947;1;1;1;2;0;4;4
2948;1;1;1;1;1;2;2
2949;1;1;1;2;1;1;1
2950;1;1;1;NA;1;2;3
2951;1;1;1;NA;2;1;1
2952;1;1;1;0;1;1;1
2953;1;1;1;NA;1;2;2
2954;1;1;1;NA;1;1;2
2955;1;1;1;NA;2;1;1
2956;1;1;1;0;1;1;1
2957;1;1;1;2;1;1;1
2958;1;1;1;1;2;1;1
2959;1;1;2;1;NA;1;1
2960;1;1;1;0;1;1;1
2961;1;1;1;1;2;1;1
2962;1;1;1;1;2;3;3
2963;1;1;1;2;NA;NA;NA
2964;1;1;1;0;NA;NA;NA
2965;1;1;1;0;1;1;1
2966;1;1;1;NA;1;1;2
2967;1;1;1;NA;2;1;1
2968;1;1;1;NA;0;1;1
2969;1;1;1;1;1;2;3
2970;1;2;2;2;2;NA;NA
2971;1;1;1;1;0;1;1
2972;1;1;1;0;1;1;1
2973;1;1;1;NA;2;2;2
2974;1;1;1;NA;1;1;2
2975;1;1;1;NA;1;2;1
2976;1;1;2;NA;1;1;1
2977;1;1;1;NA;1;2;2
2978;1;1;1;NA;1;2;2
2979;1;1;1;NA;2;1;1
