Nb de leçons divergente entre l'édition et témoin :531		
Nb de leçons en commun avec C2 :125		
Nb de lieux variants en commun avec C2 :141		
Nb de leçons en commun avec C3 :71		
Nb de lieux variants en commun avec C3 :81		
Nb de leçons en commun avec G1 :136		
Nb de lieux variants en commun avec G1 :208		
Nb de leçons en commun avec M1 :118		
Nb de lieux variants en commun avec M1 :184		
		
Nb de leçons en commun avec N :129		
Nb de lieux variants en commun avec N :200		
		
ajout		
50		
Pourcentage : 9.416195856873824		
Nb de leçons en commun avec C2 :8		
Nb de lieux variants en commun avec C2 :12		
		
Nb de leçons en commun avec C3 :3		
Nb de lieux variants en commun avec C3 :4		
		
Nb de leçons en commun avec G1 :8		
Nb de lieux variants en commun avec G1 :14		
		
Nb de leçons en commun avec M1 :3		
Nb de lieux variants en commun avec M1 :11		
		
Nb de leçons en commun avec N :6		
Nb de lieux variants en commun avec N :11		
		
Lemme 	leçon	
qant	et qant (C2 C3 D G1 M1 N)	2
ne misericorde	ne nule misericorde (D G1)	1
se trestretrest 	se trest li seinz hom (D)	1
a sa mere	a sa mere et a son pere (D)	1
en	en une cité en (D)	1
ensivoient	tenoient et ensivoient (D)	1
les oevres seint Martin	les fez saint Martin et ses oeuvres (D)	1
mout	molt forment (C2 D)	1
li	toz les (C2 D)	1
avint	avint il (C2 C3 D)	1
trenchier	a trenchier (D)	1
mostres	nos mostres (D)	1
lor esperance perdue	leur force perdue et leur esperance (D)	1
ses bones exemples	par bone creance et bons essamples (D)	1
faisoient	i fesoient (D)	1
a	avec eus a (D)	1
Qant	Et qant (D)	1
debrisa	le debrisa (D)	1
porent	porent onques (D)	1
mist	si mist (D)	1
evesqe	home qi evesques estoit (D)	1
estoit	estoit il (D)	1
ne	il ne (D)	1
sa bone voellancevolenté	sa grace et sa bone volenté (D)	1
comandast	li conmandast (D G1 M1 N)	1
et grant feste fere	et grant joie fere et grant feste (D)	1
seüst	seüst il (C2 C3 D G1)	1
par ses aguaiz	par ses oeuvres ne par ses angins ne par ses aguez (D)	1
si	et si (D)	1
volt	li volt (D N)	1
en auctorité aussi com un prophete	a bon ausint conme un prophete et en auctorité (D)	1
vint	ce vint (C2 D G1)	1
aporterent	aporterent il (D)	1
vi	li vi (D)	1
beau	molt biau (C2 D)	1
desfendera	le deffendra (D N)	1
disoit	leur disoit (D G1 N)	1
vindrent	i vindrent (D)	1
estoient	i estoient (D G1 M1 N)	1
chantees	chantees pour le mor del seint home (D)	1
de Viane	du rivage de Viene (D)	1
le col a estendre	le col a estendre et la teste (D)	1
trespasserent	les trespasserent (D)	1
ai	i ai (D)	1
removoirlever nena amont treire	lever ne amont trere, mes neant ne leur valut (D)	1
et en vegiles	et en proieres et en vigiles (D)	1
misent	le mistrent (D)	1
estoit aorez	estoit aorez et est encore (D)	1
des siecles	des siecles sanz fin (C2 D G1)	1
		
casAbs		
5		
Pourcentage : 0.9416195856873822		
Nb de leçons en commun avec C2 :3		
Nb de lieux variants en commun avec C2 :3		
		
Nb de leçons en commun avec C3 :3		
Nb de lieux variants en commun avec C3 :3		
		
Nb de leçons en commun avec G1 :1		
Nb de lieux variants en commun avec G1 :2		
		
Nb de leçons en commun avec M1 :3		
Nb de lieux variants en commun avec M1 :3		
		
Nb de leçons en commun avec N :3		
Nb de lieux variants en commun avec N :3		
		
Lemme 	leçon	
nostre Signor	de nostre Seignor (C2 C3 D M1)	1
seint Martin	de seint Martin (C2 C3 D)	1
		
erreur		
3		
Pourcentage : 0.5649717514124294		
Nb de leçons en commun avec C2 :0		
Nb de lieux variants en commun avec C2 :0		
		
Nb de leçons en commun avec C3 :0		
Nb de lieux variants en commun avec C3 :0		
		
Nb de leçons en commun avec G1 :0		
Nb de lieux variants en commun avec G1 :0		
		
Nb de leçons en commun avec M1 :0		
Nb de lieux variants en commun avec M1 :1		
		
Nb de leçons en commun avec N :0		
Nb de lieux variants en commun avec N :1		
		
Lemme 	leçon	
si ententis	ententis si ententis (D)	1
nostre Sires	nostre Sires nostre Sires (D)	1
misericorde	misericorde misericorde (D)	1
		
etym.		
2		
Pourcentage : 0.3766478342749529		
Nb de leçons en commun avec C2 :0		
Nb de lieux variants en commun avec C2 :0		
		
Nb de leçons en commun avec C3 :0		
Nb de lieux variants en commun avec C3 :0		
		
Nb de leçons en commun avec G1 :2		
Nb de lieux variants en commun avec G1 :2		
		
Nb de leçons en commun avec M1 :2		
Nb de lieux variants en commun avec M1 :2		
		
Nb de leçons en commun avec N :1		
Nb de lieux variants en commun avec N :1		
		
Lemme 	leçon	
erent	estoient (D G1 M1)	2
		
inv.		
33		
Pourcentage : 6.214689265536723		
Nb de leçons en commun avec C2 :10		
Nb de lieux variants en commun avec C2 :11		
		
Nb de leçons en commun avec C3 :5		
Nb de lieux variants en commun avec C3 :6		
		
Nb de leçons en commun avec G1 :11		
Nb de lieux variants en commun avec G1 :17		
		
Nb de leçons en commun avec M1 :7		
Nb de lieux variants en commun avec M1 :14		
		
Nb de leçons en commun avec N :5		
Nb de lieux variants en commun avec N :12		
		
Lemme 	leçon	
richesces et avoirs	avoirs et richesses (D M1)	1
et de par mere et de par pere	et de par pere et de par mere (D G1 M1 N)	1
a douner et a departir	a departir et a donner (C2 C3 D G1 M1)	1
Li empereres, qant il oï ce	Qant li empereres oï ce (D)	1
s'esvanui li deablesanemis de devant lui	de devant lui li deables (D)	1
seinz homes et prodomes	preudomes et seinz homes (D)	1
de seint Martin li premerainspremiers miracles	le premier miracle seint Martin (C2 D)	1
devant avoit	avoit devant (D G1 M1 N)	1
fors seulement d'enescritures	fors par escriptures seulement (C2 D)	1
non fere	fere non (D)	1
le cors a terrejus a terre	a terre le cors (C2 C3 D)	1
com tu nos diz et mostresnos mostres en cecel Deu qi tu aeures	en Dieu que tu aeures conme tu diz et nos mostres (D)	1
clinoit plus et pendoit	clinoit et pandoit plus (D)	1
ade vraie loyfoi. et ade vraie creance	a veraie creance et a veraie loi (D)	1
a celuicestui qe j'ai		
                conté dessamblables	a cestui dessemblables que j'ai conté (D)	1
destruire et depecier	despecier et destruire (D)	1
un pou en la bouche dea la puceledemoisele	en la bouche de la pucele un pou (D)	1
tost tenist	tenist tost (D)	1
l'oï et entendi	l'entendi et oï (D)	1
fu ele	ele fu (C2 D G1 M1)	1
precieuses pierres	pierres precieuses (D G1 M1 N)	1
proprementpremierement le vit	le vit proprement (C2 D M1)	1
fermeüre desfermer del huis	fermeuüre de l'uis defermer (C2 D)	1
fermeüre desfermer del huis	fermeuüre de l'uis defermer (C2 D)	1
li deables par son art deceü	li deables deceü par son art (D G1)	1
les iols et les meins	les meins et les euz (C2 C3 D G1)	1
par les meins des seinz angeles portez	portez par les mains des sainz angles (D G1 N)	1
mie encore	encore mie (C2 C3 D G1 N)	1
sosfrir	sosfrir assez (D)	1
enen a on trueve	trueve l'en (D)	1
les oreilles a tornerentendre	a torner les orilles (D)	1
voisins evesqes	evesqes voisins (C2 C3 D G1)	1
por mengier ensamble si com il estoit costume	ensemble si conme il estoit costume pour mengier (D)	1
en escripture a metre	a metre en escripture (D G1)	1
		
plur.		
2		
Pourcentage : 0.3766478342749529		
Nb de leçons en commun avec C2 :0		
Nb de lieux variants en commun avec C2 :0		
		
Nb de leçons en commun avec C3 :0		
Nb de lieux variants en commun avec C3 :0		
		
Nb de leçons en commun avec G1 :1		
Nb de lieux variants en commun avec G1 :1		
		
Nb de leçons en commun avec M1 :1		
Nb de lieux variants en commun avec M1 :1		
		
Nb de leçons en commun avec N :1		
Nb de lieux variants en commun avec N :1		
		
Lemme 	leçon	
fust	ne fussent (D)	1
estoit venuz li proioit	estoient venu li prioient (D G1 M1 N)	1
		
red.		
1		
Pourcentage : 0.18832391713747645		
Nb de leçons en commun avec C2 :0		
Nb de lieux variants en commun avec C2 :0		
		
Nb de leçons en commun avec C3 :0		
Nb de lieux variants en commun avec C3 :0		
		
Nb de leçons en commun avec G1 :0		
Nb de lieux variants en commun avec G1 :0		
		
Nb de leçons en commun avec M1 :0		
Nb de lieux variants en commun avec M1 :0		
		
Nb de leçons en commun avec N :0		
Nb de lieux variants en commun avec N :0		
		
Lemme 	leçon	
vestuz estoitestoit vestuz et affublez	estoit affublé (D)	1
		
sing.		
7		
Pourcentage : 1.3182674199623352		
Nb de leçons en commun avec C2 :1		
Nb de lieux variants en commun avec C2 :1		
		
Nb de leçons en commun avec C3 :0		
Nb de lieux variants en commun avec C3 :0		
		
Nb de leçons en commun avec G1 :1		
Nb de lieux variants en commun avec G1 :1		
		
Nb de leçons en commun avec M1 :1		
Nb de lieux variants en commun avec M1 :1		
		
Nb de leçons en commun avec N :1		
Nb de lieux variants en commun avec N :1		
		
Lemme 	leçon	
estoient	estoit (D)	3
les empereors	l'empereor (C2 D G1)	1
les braz	le braz (D)	1
tieusces choses	tel chose (D)	1
entendez	entende (D M1 N)	1
		
temps		
9		
Pourcentage : 1.694915254237288		
Nb de leçons en commun avec C2 :0		
Nb de lieux variants en commun avec C2 :1		
		
Nb de leçons en commun avec C3 :1		
Nb de lieux variants en commun avec C3 :1		
		
Nb de leçons en commun avec G1 :2		
Nb de lieux variants en commun avec G1 :3		
		
Nb de leçons en commun avec M1 :2		
Nb de lieux variants en commun avec M1 :4		
		
Nb de leçons en commun avec N :3		
Nb de lieux variants en commun avec N :5		
		
Lemme 	leçon	
gardent	garderent (D)	1
arst	ardi (D)	1
atendoient	atendirent (D)	1
vout	voloit (C3 D G1 M1 N)	1
demanderent	demandoient (D)	1
tesmoignoient	tesmoignierent (D)	1
cuidoient	quidierent (D G1)	1
s'esleecierent	s'esleeçoient (D N)	1
je	j'ai (D M1 N)	1
		
		
		
om.		
142		
Pourcentage : 26.741996233521657		
Nb de leçons en commun avec C2 :37		
Nb de lieux variants en commun avec C2 :38		
		
Nb de leçons en commun avec C3 :24		
Nb de lieux variants en commun avec C3 :24		
		
Nb de leçons en commun avec G1 :52		
Nb de lieux variants en commun avec G1 :59		
		
Nb de leçons en commun avec M1 :50		
Nb de lieux variants en commun avec M1 :53		
		
Nb de leçons en commun avec N :52		
Nb de lieux variants en commun avec N :56		
		
Lemme 		
i	13	
si	10	
il	9	
li	4	
ne	4	
de	4	
se	3	
je	3	
et 	3	
a	3	
les	2	
tout	2	
ja	2	
Un autre miracle	2	
en	2	
toz	2	
home	1	
genz	1	
si com	1	
ensusloing de la voie	1	
Seinz Martins lileur respondidist q'il estoit crestiens. Et cil li		
                  demanda s'il avoit poor et s'il ertestoit en grant dotancedoteen paour et en doutance	1	
ou	1	
aprés ce vint	1	
grant	1	
autre chose. ne	1	
qe	1	
voie	1	
a lui	1	
lor	1	
venue	1	
et seins homes	1	
com il	1	
Et chascuns tient a grant savoir. Que la ouonu on doit doner souvent. Doinst a chascun pou ou noient. Mes je vous di que mal esploite. Qui tout a retenir couvoite, Car morir couvient en la fin. Qui souvendroit de seint		
                          Martin. Et qui ses voies ensivroit. Ja certes avers ne serroit. Ne n'auroit en lui felonie. Ne mauvestié ne vilonie. Si en devroit bien sovenir: A tous ceus qui cuidentdoivent morir. Mes autresas autres ne le dïentdi je mie. Qi la mort tienent a folie. NeEt qui ne cuident ja finirmorir. Ne de cestce siecle departir. 	1	
toz tens duerra: neet	1	
Miracles de seint Martin	1	
la chose	1	
Si com seinz Martins resuscita un		
              mort	1	
conmença li uns l'autre a esgarderregardera regarder	1	
de toz cels	1	
nos	1	
ce	1	
a feire	1	
et si lor sambla bien	1	
Jesu Crist	1	
granz	1	
Si com il ardi un templeun temple de paiens	1	
estoient	1	
Si com il abati un temple	1	
tuit	1	
mout	1	
le	1	
si comla ou li pueples estoit entorja entor lui assemblez	1	
cil	1	
dedenz la meson	1	
Si com il delivra le serjant au conselle	1	
Adonc	1	
Si com il chaça le deable hors d'une		
              meson	1	
Uns miracles de seint Martin	1	
Et	1	
Uns autres miracles	1	
Uns autres miracles	1	
Si com il rendi a un home son oel 	1	
Si com il cheï del cenailldou cheval	1	
toz ses membresses plaies et ses menbres qi blecié estoient.	1	
de diverses contrees a lui	1	
pleniere	1	
Tel signorie et tel hautescesi grant bien et si grant hautescheet si grant bien et si grant haultece Qe nus deviser nel sauroitporroit, Ja tant ne s'en entremetroitChertes bon porçachier feroit Riches, povresRiche et povre conmunement. Qiqu'il a celtel esjoïssement. Peüssent venir sanz desfense. Et cil qi la venir ne penseparvenir n'i pense. Estil est certesentrés en molt male voie,  Car li deables le desvoie. Qi oaavec lui est soir et matin. Qi la vie ot de seint		
                          Martin, Aucun bien en doit		
                        retenir,  Car del bien doit bien sovenir. Le mal doit l'en lessier aler. Ce oiai oï sovent dire et conter. Qe del bien doit nestresieut venir li biensseut li biens venir,  Del mal le malli maus as ancïensne puet fallir. Ne vos en sai plus qe retraire. BuerBien fu nés qi le bien puet feire,  Car Dex l'aime, mon essïent. 	1	
veoir	1	
por	1	
molt	1	
q'il disoit	1	
aprés	1	
vos	1	
oés	1	
hors	1	
LorsSi se torna versenvers nostre Signor	1	
Fievres li estoientfurent prisses, ne por ce ne lessoit il mie l'oevre nostre Signorde Dieu a fere	1	
et volons avoir	1	
bien	1	
assez	1	
Qi del trestottot nos assegureraseüreen asseüre. Et qi la verité en dist, 	1	
Tout ausisitot si com SevrinsSeverius l'escrist. 	1	
Qi sa vie nos a retrete. ElDelDe latin qi molt bien l'a feteen romans bien faite. Au tiesmoing ceus qi l'ont leüeseüe. Et tote oïe et entendue.	1	
seinz	1	
puis	1	
Ci conmence la translation del corsmonseigneur seint Martin evesque	1	
la vie	1	
toute	1	
aussi	1	
d'eus	1	
		
		
		
Leçons d'ordre sémantique (280)		
Pourcentage : 52.730696798493405		
Nb de leçons en commun avec C2 :67		
Nb de lieux variants en commun avec C2 :76		
		
Nb de leçons en commun avec C3 :36		
Nb de lieux variants en commun avec C3 :44		
		
Nb de leçons en commun avec G1 :59		
Nb de lieux variants en commun avec G1 :110		
		
Nb de leçons en commun avec M1 :51		
Nb de lieux variants en commun avec M1 :96		
		
Nb de leçons en commun avec N :60		
Nb de lieux variants en commun avec N :112		
		
Lemme 	Leçon	
en	a (C2 D)	7
fors	hors (D M1)	7
ne	et (C2 D)	5
qe	qu'il (D M1 N)	4
q'en	que (D)	4
l'une	la (D G1)	3
cil	ce (D)	3
enmi	en (C2 D N)	3
porpensa	conmença (D)	2
q'il	qui (D)	2
il	si (D)	2
si	et si (D)	2
un	une (D)	2
la	les (D)	2
n'ot	non (D G1)	2
evesqe	arcevesque (D)	2
i	il (C3 D G1 M1 N)	2
n'i	nel (D)	2
removoir	remuer (D)	2
la	le (C2 C3 D G1 M1 N)	2
se	s'en (D G1 N)	2
averont	auront (C3 D)	2
eveschié	arceveschié (D)	2
De .seint. Martin	Ci commence la vie monseignor saint Martin le bon ami nostre	
                Seignor (D)	1	
nule rien	nule riens vivant (D)	1
poindera	prendra (D G1 M1)	1
de la contree de Pannone	de la contree de Paunone (D)	1
chevaliers	chevaliers fez (D)	1
si ert il si douz et si pius	si ert il dolz et pius (C3 D M1 N)	1
mout	meintes (D)	1
derrieres	derrains (D)	1
a desmesure	et desmesuree (D)	1
genz	olz (D)	1
Vangione	Anglone (D)	1
conmença	i conmença (D)	1
estoit costume	estoit acostumé (C2 D M1)	1
nostre Signeur Deu	nostre Signor (D N)	1
ce ne fust	ce ne fust mie (C2 D)	1
volenté	vertu (C2 D)	1
soit plus nostre Sires puissanztouz puissanz	soit Dieu nostre Peres poissanz (D)	1
prova	esprouva (D)	1
ces	tiex (D)	1
a	vers (D)	1
l'enmena	le mena (D M1)	1
liu trestorné	trestornee (D)	1
trespassé	passé (C2 C3 D G1 M1 N)	1
seinte loy	la sainte loi (D)	1
les clers	les clers de cele loi (D)	1
mie	pas (D)	1
Lors	Et lors (D)	1
devant	dedens (D)	1
rot	ot (C2 C3 D G1 M1 N)	1
si estoit	s'estoit (C2 C3 D G1 M1 N)	1
Rurtius	Rinicius (D)	1
de l'eveschié	de l'arceveschié (D)	1
beneüree	anoree (D)	1
li	en lui (C2 D)	1
en abit	en l'abit (C2 C3 D)	1
deciple	si desciple (D G1 M1 N)	1
l'amoient	amoient lui (D G1 M1)	1
estoient	avoient (D)	1
erent en abstinence	s'estoient mis en abstinence (D)	1
poil	soie (C2 D G1)	1
eüssent	feïssent (C2 D)	1
des	d'eus (C2 D M1 N)	1
trestot	mes tout (D)	1
l'eveschié	l'arceveschié (D)	1
seüst fere	eüst fete (C2 D)	1
del non de lui	de son non (D)	1
priveement	tout priveement (D)	1
o lui	ensemble o li (C2 C3 D)	1
Adonc	Dont (D)	1
Qant	Et qant (D)	1
et ensamble o	ne ensemble o (D)	1
ooient	oïrent (D)	1
ne le	n'en (D)	1
cele malvese	cele fole (D)	1
ensamble	ensemble o lui (D)	1
biere	litiere (C2 C3 D)	1
se porpensoient	penssoient (D)	1
li hom	li seinz hom (C3 D G1 M1 N)	1
ne	ne n' (D G1)	1
sosfrir l'arbre a abatre	l'arbre soffrir a abatre (C2 D)	1
devoit	le devoit (D M1 N)	1
covenoit	leur covenoit (D)	1
abatre	a abatre (D)	1
apertienent	estoient (D)	1
Sires	Dieux (D)	1
rieng	nule rien (D N)	1
ouque li arbres	de l'arbre ou il (D)	1
escroller	crouller (D M1 N)	1
seinte	voire (D)	1
estoient	s'estoient (D M1)	1
esgarder	eus garder (D)	1
de	des (C2 C3 D M1 N)	1
en cel	el (D)	1
creoient	tenoient (D)	1
mout	tout (D)	1
errant	errament (C2 D G1 M1 N)	1
garantie	guerie (C2 C3 D)	1
li seinz hom	seinz Martins (C2 D)	1
i	li (C2 D M1 N)	1
granz	grandismes (D)	1
avoit	l'avoit (D N)	1
l'avoit	avoit (D M1 N)	1
il	puis (D)	1
arriere	a terre (C2 D)	1
celui	cestui (D)	1
li coutres	et li coutres (C2 D)	1
proçaine	procheinement (D)	1
Et dont	Adonc (D G1)	1
q'il	que ce (D)	1
s'arresterent fors de la porte	s'arresterent defors la porte (C2 C3 D)	1
serz	seinz (D)	1
si	dont si (D)	1
a nostre Signor et sa proiereses proieres	en la meson et sa priere a nostre Seignor (D)	1
tant qe	et tant que (D G1)	1
cels	a cels (D G1)	1
dist	li dist (D)	1
terme	tans (D)	1
furent	en furent (C2 C3 D G1)	1
cui	a qui (D)	1
meson	mesnie (D G1 M1 N)	1
de poesté	de bonté de poosté (D)	1
trest	retrest (C2 D)	1
regehi	respondi (D)	1
doute	doutance (C2 D N)	1
departi	parti (C3 D G1)	1
receüe	recouvree (D)	1
Arborius	Abrius (D)	1
avoit non	estoit apelez (D G1)	1
Si	Qi (D)	1
n'en cuidoit	ne cuidoit ja (D)	1
n'en cuidoit	ne quidoit (D M1 N)	1
tele	cele (D M1)	1
Arborius	Arbrius (D)	1
ensamble o	ensamble avec (D)	1
Paulins	Paulus (D)	1
toucha	atoucha (D G1 M1)	1
son oel	a son oel (D M1 N)	1
la	sa (D)	1
fu	si fu (C2 D)	1
plus	au plus (D G1)	1
voellance	volenté (D G1)	1
cuens	homes (D)	1
premier	primerain (C2 C3 D M1 N)	1
le vin	la coupe (D)	1
q'	com (C2 C3 D M1 N)	1
com	si com (D)	1
comans	conmandemenz (C2 C3 D)	1
joie	grant joie (D)	1
tel	grant (D)	1
ensamble o	avec (D G1 M1 N)	1
desirroit molt a aler 	disoit qu'il iroit et molt en avoit grant desirrier (C2 D)	1
Maximiens	Maximes (D M1 N)	1
tost	tantost (D)	1
plenierement	pleinement (D G1)	1
venue	avenue (D N)	1
defailloit	failloit (C2 D M1 N)	1
restreindre	estraindre (D)	1
poez	poez vos (C2 C3 D)	1
movoit	esmouvoit (D N)	1
a	devant (D)	1
oevres	merites (D)	1
devant issu	devant sailli et eissu (C2 D)	1
parloit	preeschoit (D)	1
bone	haute (D)	1
voloit	disoit (D)	1
entendre	atendre (D N)	1
meintes	moltes (C2 C3 D)	1
voiz	coses (D N)	1
apesies	abessiees (D)	1
s'abitation	sen habitacle (D M1 N)	1
la	lainz (D)	1
n'iroit	ni iroit (C2 D)	1
mostrer	demoustrer (D)	1
avienent	avienent a bon chief (D)	1
ot	l'ot (C3 D N)	1
Rufus	Refus (D)	1
raconterent	racontent (C2 D)	1
car	quant (D)	1
premiers	premereins (C2 C3 D M1 N)	1
Je sui  Crist	Jhesu Crist (C2 D)	1
fumiere	fumee (D G1)	1
ja (#C3)	ije (C1 C2 D G1 M1 N)	1
ne sousfrisse	a fere (D)	1
deguerpir	guerpir (D M1 N)	1
de cest	du (D)	1
des	des cors aus (D)	1
tenvene	tendre (D)	1
car il	car il estoit en freeur et (C2 D)	1
qe	si que (D)	1
signum crucis	le signe de la croiz (D G1)	1
defors	dehors (D G1 M1 N)	1
le feu	les flammes (D N)	1
fin	parfin (C2 C3 D G1 N)	1
roses	rousees (C2 C3 D N)	1
desertes	diverses (C2 D G1)	1
departirent	partirent (C2 D G1)	1
qe	qi (C2 D)	1
Aprés	Après ce (C3 D G1 M1 N)	1
faillir	deffaillir (C2 D G1)	1
amenuiseront	amenuisent (D)	1
entor	environ (C2 C3 D)	1
si dist	et si leur dist (C2 D)	1
merveille	de merveille (D)	1
s'en ira	s'en vait (D G1)	1
soi	lui (D G1 M1 N)	1
mostroit	demostroit (C2 C3 D G1 M1)	1
qi	qui li (D N)	1
surrection	resurrection (D M1)	1
venir	avenir (D G1 N)	1
tençon	contençon (D G1)	1
li	et li (D N)	1
nul	un seul (C2 D G1)	1
assamblé	tuit assemblez (C2 D)	1
Gracien	Gacien (C2 C3 D N)	1
entendoit	n'entendoit (C3 D G1 M1)	1
releverent	leverent (D G1)	1
par	pour (D)	1
premiers	premierement (D)	1
tuit puissons	puissions tuit (C2 D)	1
eslevez	esleuz (C2 C3 D G1)	1
beneïr	beneistre (D)	1
a	et a (C2 C3 D)	1
sorent	se sorent (C2 C3 D G1)	1
revellierent	veillierent (D)	1
removoir	lever (D)	1
car	par ce que (D)	1
remueve	remut (D)	1
s'asistrent	s'asentirent (D G1)	1
jeunes	ymnes (D)	1
qart	tierz (C2 D)	1
manderent	demanderent (C2 C3 D G1)	1
et qe	et ce que (C2 D)	1
